"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460802.55,5262483.67,35.87,29038,2,3,0,30840,26728,23387,36652
460802.51,5262483.82,34.27,27387,3,3,0,30326,26985,22616,35803
460802.62,5262483.34,35.91,27583,2,2,0,30326,27756,26471,32448
460801.96,5262486.45,0.16,29382,4,4,0,31097,28013,25186,32841
460802.5,5262483.89,26.35,29359,2,4,0,29555,25443,21588,41411
460802.74,5262482.75,38.02,29729,1,4,0,19532,18247,19018,32883
460802.03,5262486.11,0,30260,3,3,2,22873,20046,19789,25776
460802.54,5262483.73,24.25,28242,2,3,0,31354,26728,23387,37248
460802.64,5262483.24,25.7,29435,1,2,0,25700,22873,21074,32315
460802.85,5262482.26,31.76,28802,1,2,0,34438,29812,25186,39207
460803.14,5262480.92,38.43,29880,1,2,0,38807,34181,28784,35589
460802.38,5262484.48,0.78,29995,2,2,0,20817,19018,18504,22621
460802.54,5262483.73,0.87,30824,2,2,0,21331,20303,20560,26126
460802.62,5262483.38,0.94,31224,3,3,0,32382,29812,29298,26810
460803.08,5262481.18,24.31,28261,2,3,0,23387,22616,23130,28177
460803.35,5262479.9,37.95,28815,1,3,0,38550,34438,29812,34674
460803.18,5262480.75,24.52,29313,2,3,0,15163,15163,17990,26149
460802.8,5262482.54,0.78,28589,3,3,0,13878,13878,15934,22353
460802.87,5262482.22,0.39,28225,3,3,0,12850,12593,16191,19675
460803.55,5262478.98,31.81,28085,1,2,0,17219,16962,19018,23467
460803.63,5262478.64,31.62,29818,1,3,0,14392,13621,15934,22309
460803.04,5262481.43,1.12,29828,2,3,0,14649,14392,16705,17079
460803.02,5262481.51,0.22,28438,3,3,0,12850,12593,15934,15902
460803.81,5262477.77,37.04,30565,1,1,0,22102,20817,22359,29858
460803.97,5262477.05,36.5,30477,1,2,0,29041,26985,27499,35389
460803.26,5262480.38,0,28537,2,2,2,11051,12336,17219,14648
460804.04,5262476.72,36.41,31020,1,1,0,33667,33153,30326,31908
460804.12,5262476.36,36.04,30922,1,2,0,34438,33924,32639,31297
460804.18,5262476.04,35.42,29461,1,2,0,17219,17476,18504,32437
460804.27,5262475.62,35.52,30300,1,2,0,23387,22359,23387,28998
460804.29,5262475.53,32.08,27819,2,2,0,22616,22616,22616,33259
460804.39,5262475.07,32.9,28537,2,4,0,25443,24415,24415,29910
460804.29,5262475.54,27.63,27862,4,4,0,21331,20817,24158,25552
460804.38,5262475.14,32.15,28402,3,4,0,33924,32896,31868,31318
460804.35,5262475.3,26.42,28085,3,3,0,11822,12593,16962,23599
460804.47,5262474.72,33.03,29025,1,3,0,20817,20046,21845,31056
460804.44,5262474.83,31.78,28517,2,3,0,23130,22873,24158,26181
460804.45,5262474.83,27.19,27377,2,3,0,12850,13621,17990,20951
460804.62,5262474.01,32.55,28150,1,4,0,20817,21074,21331,27869
460804.53,5262474.46,27.41,28455,3,4,0,15420,15420,19018,20867
460804.59,5262474.14,31.07,28897,2,4,0,16962,17219,18247,24465
460804.72,5262473.54,34.12,30752,1,2,0,17476,17990,18504,28185
460804.08,5262476.55,0.17,27718,2,2,0,17476,14906,15163,25748
460804.17,5262476.16,0.25,30617,2,2,0,35466,32896,28527,37930
460804.26,5262475.74,0.09,30676,2,2,0,29041,26214,23387,35081
460804.87,5262472.85,33.95,30074,1,2,0,12850,12593,13878,22375
460804.94,5262472.5,33.79,30060,1,2,0,18761,18247,20817,23858
460804.43,5262474.94,0.3,30916,2,2,0,36751,35723,32382,37369
460804.99,5262472.29,27.6,30676,1,2,0,21074,19789,19275,20284
460804.5,5262474.6,0.04,29887,2,2,0,24672,23644,21074,34459
460805.04,5262472.07,26.22,28140,2,3,0,14392,15163,17990,19750
460805.06,5262471.97,27.17,27734,1,3,0,16191,15677,17219,16212
460804.58,5262474.23,0.41,31512,3,3,0,24929,25186,24415,28512
460804.67,5262473.81,0.42,30106,2,2,0,14392,14649,18247,17433
460804.75,5262473.45,0.42,30657,2,2,0,15163,14392,17990,14705
460805.2,5262471.31,26.14,29323,1,2,0,11308,12079,17219,17619
460804.83,5262473.08,1.31,31908,1,1,0,15163,14649,18761,18184
460804.91,5262472.72,0.82,31709,1,1,0,11822,12593,17476,13525
460805.06,5262471.99,0.41,31548,1,1,0,9766,10280,15934,12175
460805.14,5262471.62,0,32331,1,1,2,9252,10537,15934,12389
460798.37,5262504.04,43.74,29857,1,3,0,45232,40349,38807,29672
460798.44,5262503.72,42.49,29533,1,3,0,27499,25443,24929,32089
460798.52,5262503.38,42.03,31279,1,2,0,15163,12336,13364,26706
460798.6,5262503,41.64,31427,1,2,0,34438,29812,28013,32649
460798.71,5262502.48,43.05,29648,1,3,0,37522,34181,32125,33009
460798.67,5262502.67,41.32,29936,2,3,0,26471,24158,22616,36619
460798.74,5262502.34,40.86,28855,2,2,0,20817,18247,17733,40621
460798.89,5262501.62,43.56,31152,1,1,0,41377,37008,31354,38668
460799.08,5262500.76,40.49,27744,3,4,0,30840,26985,23644,39240
460799.13,5262500.52,42.69,28658,2,4,0,40092,34695,29812,39112
460799.04,5262500.94,38.9,30247,4,4,0,27242,24415,22873,37866
460799.12,5262500.56,38.98,29294,3,4,0,23387,20817,20303,31780
460799.2,5262500.21,41.9,29667,2,4,0,34181,30583,28270,34643
460799.25,5262499.98,40.65,30447,1,3,0,20046,18761,19789,30163
460799.32,5262499.65,40.16,30080,2,2,0,21074,19532,20817,27089
460799.4,5262499.28,40.38,28393,2,2,0,30583,27242,25443,32408
460799.66,5262498.06,48.14,31037,1,2,0,41891,37008,32639,38006
460799.74,5262497.69,47.77,30673,1,1,0,41891,37522,33667,36532
460798.78,5262502.17,0.09,27737,3,3,0,20817,19018,17476,26237
460799.95,5262496.69,49.22,28117,1,3,0,31354,28527,24158,35843
460799.99,5262496.52,44.18,27786,2,2,0,26214,21074,18761,34356
460800.18,5262495.6,48.05,30047,1,2,0,38807,33924,30326,31821
460800.11,5262495.98,41.69,27885,3,3,0,40863,35466,31611,39680
460800.27,5262495.21,48.01,30873,1,3,0,52428,47802,46003,27969
460800.27,5262495.19,44.91,28111,2,3,0,44204,39578,34181,38242
460800.22,5262495.45,42.67,27636,3,3,0,29041,23644,19532,38331
460800.33,5262494.94,47.13,30558,1,3,0,42148,37522,34181,37710
460800.45,5262494.37,48.97,30595,1,2,0,41634,36237,32382,33944
460800.35,5262494.82,44.75,27901,2,2,0,42662,37779,34181,37250
460800.44,5262494.42,45.03,29133,2,2,0,40092,34695,32896,35036
460800.58,5262493.76,47.36,28746,2,4,0,35209,29555,26985,38632
460800.21,5262495.51,31.4,27668,4,4,0,21845,20303,21588,25513
460800.61,5262493.64,48.56,29805,1,4,0,37008,31611,28784,38697
460800.68,5262493.28,47.83,29438,1,3,0,26471,21331,18504,35461
460800.66,5262493.4,47.13,28543,2,3,0,41634,35980,32382,33373
460800.77,5262492.87,48.27,30873,1,2,0,41891,36237,32382,36062
460800.76,5262492.93,44.09,28576,2,2,0,20560,15677,14135,33748
460800.86,5262492.46,48.54,30516,1,2,0,41634,35980,30583,38267
460800.84,5262492.53,44.27,29254,2,2,0,40606,35980,32639,32943
460800.98,5262491.89,46.46,29933,2,3,0,29298,25957,25700,33241
460800.9,5262492.29,42.78,27924,3,3,0,43176,38550,32639,35942
460801.04,5262491.64,45.6,31289,1,1,0,27756,25443,25186,29026
460800.98,5262491.91,39.13,28258,2,2,0,32125,27756,25700,34795
460801.11,5262491.29,45.18,30640,1,2,0,18504,18247,19018,27769
460801.08,5262491.46,39.89,29156,4,4,0,33667,30583,28784,37238
460801.12,5262491.27,41.58,29281,3,4,0,43433,37522,32896,36331
460801.22,5262490.8,46.24,27639,1,4,0,17476,16962,20046,25752
460801.13,5262491.22,38.53,28225,2,2,0,19275,18504,20817,26392
460801.18,5262490.98,37.63,28124,3,4,0,17733,17733,20817,21952
460801.32,5262490.3,43.9,28317,1,4,0,35723,33667,34695,25229
460801.26,5262490.58,41.28,28674,2,4,0,30326,29298,31354,22864
460801.25,5262490.63,36.76,29189,2,3,0,15934,15677,17733,21353
460801.42,5262489.87,44.25,30860,1,3,0,33153,30840,28784,25682
460801.49,5262489.51,43.93,29759,1,3,0,24672,23644,24929,19974
460801.43,5262489.81,40.91,28566,2,3,0,37265,35723,37265,23292
460801.48,5262489.6,39.6,30129,2,2,0,23901,21588,23387,21273
460801.51,5262489.45,41.07,29297,1,2,0,19018,18761,22102,21721
460801.6,5262489.03,41.24,27564,1,3,0,16705,16191,20046,24059
460801.54,5262489.31,38.42,30650,2,3,0,20303,20046,22102,21409
460800.78,5262492.89,0.05,30257,2,2,0,13878,13878,17219,18060
460801.61,5262488.98,38.34,29982,1,2,0,13107,14135,18504,16748
460801.74,5262488.39,40.29,30064,1,3,0,17219,17219,20046,18597
460801.7,5262488.55,38.79,27858,2,3,0,14392,13621,16705,18280
460801.87,5262487.79,38.81,28743,2,2,0,20817,20046,23387,15710
460801.99,5262487.21,40.67,30971,1,1,0,16191,16448,19532,24077
460802.07,5262486.84,40.19,31178,1,1,0,20303,19018,21074,24883
460802.14,5262486.51,39.72,31410,1,1,0,19789,17990,19789,18548
460802.05,5262486.95,31.31,28383,3,4,0,14135,13878,17990,20064
460802.15,5262486.46,36.21,28845,2,4,0,13621,13364,14906,20565
460802.21,5262486.2,39.01,29847,1,4,0,18504,17219,18761,27237
460801.81,5262488.08,15.9,28094,4,5,0,32896,28527,26728,33023
460802.32,5262485.67,39.89,28114,1,5,0,17733,15934,17733,22922
460802.14,5262486.53,31.29,29303,3,5,0,13107,13621,17733,19973
460802.29,5262485.79,38.67,29874,2,5,0,28013,26214,26985,23632
460802.39,5262485.34,39.77,29851,1,3,0,22359,20817,21588,19964
460802.31,5262485.7,36.27,29028,2,3,0,16962,15420,16448,24684
460802.41,5262485.27,36.84,30398,1,2,0,36494,33153,32382,27927
460802.38,5262485.39,31.87,28068,2,4,0,11565,14135,17219,21423
460802.5,5262484.84,37.28,29494,1,4,0,35980,33410,32896,24930
460802.28,5262485.88,27.24,28415,3,4,0,35209,30840,27242,40374
460802.6,5262484.39,38.31,27390,1,5,0,20560,19275,20303,25525
460801.89,5262487.68,5.34,27547,4,5,0,25700,24158,27499,14137
460802.38,5262485.42,28.03,28409,3,5,0,24158,20560,17733,34513
460802.63,5262484.24,36.19,27940,2,2,0,20303,20303,22873,34215
460802.7,5262483.88,35.82,28088,2,2,0,28784,27242,25957,35952
460802.78,5262483.53,35.87,28301,2,2,0,26214,22359,19018,33280
460802.85,5262483.19,35.68,28104,2,2,0,39578,34695,30840,33952
460802.91,5262482.94,38.28,30339,1,2,0,23387,22359,22359,32622
460802.75,5262483.69,26.66,29815,1,2,0,31611,28013,24415,41297
460802.46,5262485.08,0.01,31843,1,1,0,31354,28527,27242,32812
460803.35,5262480.86,40.59,29684,1,3,0,15934,14649,15677,27345
460802.61,5262484.35,0,28245,3,3,2,23901,23130,25186,21894
460802.71,5262483.9,0.82,30303,3,3,0,18504,17476,17733,23439
460803.47,5262480.33,38.64,29012,2,3,0,34181,30583,25700,41112
460803.5,5262480.19,40.17,29867,1,3,0,34952,31097,27499,35115
460803.55,5262479.94,38.81,29149,1,2,0,38807,34695,30069,37851
460802.79,5262483.5,0.98,31073,2,2,0,27756,25186,25186,26814
460802.88,5262483.11,1.26,29018,3,3,0,38293,35723,34952,34665
460803.63,5262479.58,38.9,29156,1,3,0,34181,30583,26728,33202
460803.34,5262480.91,24.55,29372,2,3,0,12850,13621,16191,23318
460803.51,5262480.16,24.5,28507,3,3,0,12079,12850,17733,23014
460803.77,5262478.9,38.11,28592,1,3,0,18504,18247,19275,25023
460803.11,5262482.02,0.29,30467,2,2,0,14649,14392,19018,15485
460803.91,5262478.27,37.02,29090,1,2,0,20817,20560,21845,22355
460803.88,5262478.4,31.31,29317,2,3,0,11822,12079,15420,25657
460803.99,5262477.88,36.92,29294,1,3,0,11308,11051,13878,23096
460803.36,5262480.88,0,27580,5,5,2,15934,15934,21845,12194
460803.97,5262477.99,31.57,29559,2,5,0,23901,21845,20303,30512
460803.87,5262478.46,26.44,27370,3,5,0,17990,17733,18761,31141
460803.86,5262478.51,25.89,27452,4,5,0,22102,21074,21845,31820
460804.04,5262477.67,30.67,29484,1,3,0,14906,13364,12593,35220
460804.23,5262476.78,32.31,28337,1,3,0,23901,22616,21074,33601
460803.61,5262479.7,0.21,28252,3,3,0,16962,16962,20303,28595
460804.31,5262476.41,32.1,29261,1,2,0,27756,26985,26214,31770
460804.27,5262476.6,30.32,28379,2,2,0,14392,14649,17476,28966
460804.45,5262475.77,35.59,29602,1,2,0,20303,20046,21074,27699
460804.65,5262474.84,33.25,29022,2,2,0,22102,21331,21845,29715
460804.68,5262474.69,35.02,30509,1,2,0,18247,17733,19275,29785
460804.1,5262477.44,0,28340,3,3,2,31354,30326,27499,35821
460804.8,5262474.14,32.89,27390,2,5,0,31097,31097,31354,25798
460804.18,5262477.03,0.25,28235,5,5,0,19532,18247,18761,17867
460804.83,5262474,34.46,29497,1,5,0,20817,20560,21588,31320
460804.77,5262474.25,31.52,28733,3,5,0,13364,13878,16448,26223
460804.78,5262474.23,27.83,27885,3,3,0,25186,23644,24929,21010
460804.86,5262473.83,32.5,27865,2,3,0,17219,17990,19275,26505
460804.9,5262473.67,34.27,29897,1,3,0,21074,22359,23130,32128
460804.85,5262473.89,27.23,28081,3,4,0,17476,16962,19532,21588
460804.96,5262473.38,33.1,29012,2,4,0,24929,24415,26985,23851
460804.43,5262475.89,0.31,30323,2,2,0,26985,24158,20303,34064
460805.08,5262472.81,27.38,28720,1,2,0,22873,19275,16962,20950
460804.67,5262474.76,0.31,30372,2,2,0,30840,29298,25700,36780
460805.24,5262472.07,27.81,30113,1,3,0,15163,14906,16191,19755
460805.22,5262472.18,26.5,27668,2,3,0,16448,17733,20817,20946
460805.32,5262471.72,26.92,30205,1,2,0,14649,15677,19789,17445
460804.85,5262473.95,0.69,30185,2,2,0,16191,15934,18504,24107
460805.18,5262472.39,1.15,31492,1,2,0,9766,10794,15677,13223
460805.16,5262472.49,0,28406,2,2,2,13878,14649,19018,18883
460805.25,5262472.07,0.99,31738,1,1,0,10023,10794,15934,13604
460798.68,5262503.85,42.16,28760,1,3,0,26728,25186,25700,26462
460798.77,5262503.44,41.89,30110,1,4,0,26985,23901,24672,24677
460798.7,5262503.76,36.07,28950,2,3,0,35209,31611,29041,32915
460798.91,5262502.75,41.14,29340,1,3,0,21588,19275,20046,32675
460799.13,5262501.73,43.21,30342,1,2,0,34952,30840,26985,38502
460799.3,5262500.94,43.6,31122,1,1,0,39064,33667,29298,42355
460799.27,5262501.09,38.69,28635,2,2,0,29041,26214,25700,34467
460799.39,5262500.53,43.82,30457,1,2,0,40606,35209,29812,40148
460799.49,5262500.09,40.52,30690,3,4,0,24415,22359,22616,29270
460799.53,5262499.86,42.5,27967,1,4,0,20560,18247,17733,34022
460799.51,5262499.99,41.36,28606,2,4,0,21074,19532,19789,27862
460799.43,5262500.37,34.64,28606,3,4,0,29041,25957,22873,35059
460799.74,5262498.89,48.19,28527,1,4,0,40863,35980,32125,34271
460799.61,5262499.5,39.19,28776,3,3,0,38550,32382,29298,37984
460798.76,5262503.52,0.26,29087,4,4,0,23387,21331,20817,28577
460799.68,5262499.19,38.48,27465,3,4,0,33410,29041,25186,40606
460799.71,5262499.04,39.86,28068,2,4,0,37779,32382,28013,40839
460799.98,5262497.78,47.96,30169,1,2,0,40092,35980,32382,37565
460800.04,5262497.48,47.32,30726,1,2,0,30840,26985,25186,34096
460799.99,5262497.75,41.37,29369,2,4,0,26471,23644,22359,35325
460800.13,5262497.11,47.02,30175,1,4,0,30840,27242,25700,31105
460799.73,5262498.97,30.25,28914,3,4,0,21845,19532,19789,31498
460800.12,5262497.16,43.35,28275,2,4,0,40349,34695,29041,39542
460800.26,5262496.47,48.89,29844,1,4,0,28270,23901,21331,36335
460800.35,5262496.06,48.56,30611,1,2,0,39578,34181,30840,41051
460800.17,5262496.92,41.78,29575,2,2,0,29812,24929,23130,37195
460800.24,5262496.58,40.62,29153,3,4,0,35723,31611,30583,33600
460800.3,5262496.29,43.36,28265,2,4,0,37779,31868,28270,36171
460800.43,5262495.69,48.39,30326,1,4,0,35466,30840,27756,34732
460800.19,5262496.82,38.72,27586,4,4,0,38807,34438,32382,32339
460800.38,5262495.93,42.91,29343,2,2,0,38293,33153,28784,38860
460800.5,5262495.34,47.91,30018,1,2,0,45232,41634,39321,32436
460800.47,5262495.53,42.66,27292,3,3,0,44204,38550,34952,37229
460800.59,5262494.95,47.73,30480,1,3,0,44975,40092,36494,38909
460800.69,5262494.48,48.49,30490,1,2,0,31354,26471,22873,39132
460800.78,5262494.06,48.43,31197,1,1,0,44975,40092,36494,39068
460800.78,5262494.08,44.8,29435,2,2,0,41634,35723,33667,32748
460800.84,5262493.78,43.97,29431,2,3,0,48316,44718,42405,28486
460800.94,5262493.32,47.97,30418,1,3,0,43176,37522,34181,34932
460801.03,5262492.9,48.55,30988,1,1,0,40606,35209,30840,37330
460801.12,5262492.5,48.91,31233,1,1,0,42919,37522,32639,39323
460801.23,5262491.99,46.38,28376,1,2,0,27499,23901,23130,32081
460801.36,5262491.36,45.49,29861,1,4,0,23130,22359,22102,28209
460801.23,5262491.99,39.23,27465,3,4,0,30583,26471,25443,30474
460801.2,5262492.13,38,28098,4,4,0,37265,34438,33153,32999
460801.31,5262491.62,42.93,29802,2,4,0,33667,27756,26985,31171
460801.32,5262491.57,39.54,29356,3,3,0,26214,22102,20560,31221
460801.39,5262491.2,43,28353,2,3,0,46774,41634,35209,30913
460801.39,5262491.25,39.1,29058,2,3,0,18761,17990,19789,25812
460800.5,5262495.39,0,27852,3,3,2,26985,26728,26214,35292
460801.43,5262491.06,37.37,28976,3,5,0,18504,17733,20817,21511
460801.5,5262490.72,40.68,29281,2,5,0,17733,17733,20560,24721
460801.38,5262491.29,35.08,27944,4,5,0,37008,33153,33667,22432
460801.57,5262490.41,43.38,29451,1,5,0,28270,28013,28527,21389
460801.66,5262489.95,44.33,30866,1,2,0,32639,31354,29812,22638
460801.45,5262490.93,34.96,27567,2,2,0,26728,24158,24415,11855
460801.58,5262490.34,36.65,27547,3,3,0,28013,26471,28527,24098
460801.63,5262490.11,38.91,27688,2,3,0,19532,19275,21074,25543
460801.71,5262489.76,38.68,30958,1,2,0,27756,23901,23130,34610
460801.63,5262490.13,34.94,28075,2,2,0,13621,13107,16705,23332
460801.53,5262490.56,26.83,28134,3,4,0,16191,15163,18761,14840
460801.79,5262489.37,38.66,30683,2,4,0,17733,16705,16448,22576
460800.95,5262493.3,0.11,27796,4,4,0,16962,16962,19018,23563
460801.88,5262488.95,38.86,30726,1,2,0,14392,15163,19532,18347
460801.03,5262492.93,0,29077,2,2,2,13364,13621,18247,16762
460801.96,5262488.59,38.68,28314,2,3,0,14906,15677,18761,19275
460802.08,5262488.03,40.33,29028,1,3,0,16705,16448,19789,18478
460801.21,5262492.1,0,27976,3,3,2,12336,13364,18761,11102
460802.01,5262488.36,36.96,30024,2,3,0,14135,13621,16448,19161
460802.17,5262487.61,40.9,30447,1,2,0,11565,11308,15677,15074
460802.08,5262488.02,36.86,28261,2,2,0,17476,17219,20560,19780
460802.2,5262487.45,39.03,27596,2,2,0,26214,24672,26214,23074
460802.31,5262486.94,40.27,30811,1,1,0,23901,21588,22102,24661
460802.01,5262488.35,19.13,27534,3,3,0,11565,11565,14906,18135
460802.36,5262486.7,31.48,28904,2,2,0,14906,14649,17990,20888
460802.55,5262485.85,40.15,30201,1,2,0,22873,21074,22359,25515
460801.78,5262489.45,0.25,28625,3,3,0,12593,12079,15420,17897
460802.55,5262485.83,36.46,30359,2,3,0,14906,14392,17219,24026
460802.65,5262485.36,37.8,28062,2,3,0,26471,24158,24415,29379
460801.85,5262489.1,0,28117,3,3,2,21588,21074,22102,22792
460802.68,5262485.24,34.8,29372,2,2,0,14906,14649,17733,29854
460802.75,5262484.92,38.16,29759,1,2,0,32382,29041,28270,25600
460802.78,5262484.76,36.14,29621,2,2,0,17219,16962,20046,25349
460802.79,5262484.7,32.73,27996,3,3,0,16448,15677,18504,21185
460802.86,5262484.39,35.96,28337,2,3,0,10794,12079,15163,21580
460802.92,5262484.12,38.6,30516,1,3,0,20817,18247,18247,28281
460802.9,5262484.21,26.27,27829,3,4,0,27756,24415,22359,37216
460803.05,5262483.5,33.77,28212,2,4,0,32382,29041,24929,42981
460802.98,5262483.84,26.4,28674,2,3,0,25957,23387,21074,37649
460803.19,5262482.84,37.15,30113,1,3,0,33153,28270,24415,32520
460803.27,5262482.48,36.21,29854,1,3,0,35980,31868,28784,37735
460802.51,5262486.03,0,30591,3,3,2,28527,24929,22616,31436
460803.06,5262483.46,26.41,28186,2,3,0,29555,24929,21845,36798
460802.69,5262485.2,0.05,31673,2,2,0,29812,25443,24158,32905
460802.77,5262484.84,0,28573,2,2,2,33153,31868,32125,26557
460803.66,5262480.64,40.53,31073,1,1,0,39321,34952,30069,33097
460803.75,5262480.26,40.5,30906,1,2,0,35466,31354,25186,33994
460802.95,5262483.99,0.85,27632,2,2,0,20560,19275,19532,22660
460803.03,5262483.6,0.85,29536,3,3,0,30326,27499,26471,29163
460803.83,5262479.88,40.35,29136,1,3,0,36237,32382,28013,38621
460803.8,5262480.02,38.91,28586,2,3,0,31868,29298,26214,38942
460803.91,5262479.5,40.43,30925,1,1,0,34438,30069,25186,30879
460803.96,5262479.27,38.54,30267,2,2,0,19532,19018,17733,33423
460803.99,5262479.13,40.09,30277,1,2,0,31354,29298,26471,38873
460803.99,5262479.15,31.95,30735,1,1,0,17219,16962,18504,24034
460804.06,5262478.81,31.63,29186,1,1,0,16448,16448,17990,29607
460804.28,5262477.77,35.41,27750,2,3,0,16962,16448,18761,23662
460804.31,5262477.65,36.71,30640,1,3,0,22359,22102,25700,23229
460804.29,5262477.74,31.31,28232,2,2,0,25957,24672,23644,34856
460804.36,5262477.43,30.51,28147,2,3,0,19789,18761,19018,32709
460804.55,5262476.51,36.61,29441,1,4,0,12079,12079,15420,31700
460804.43,5262477.07,30.08,28976,3,4,0,17476,16962,17990,36322
460804.36,5262477.4,26.68,27678,4,4,0,13107,13878,16448,23130
460804.55,5262476.51,32.56,30182,2,3,0,26985,26471,26471,33387
460804.62,5262476.21,35.46,28992,1,3,0,21074,20817,21074,26594
460804.44,5262477.06,26.23,28969,3,3,0,14906,15163,19275,19585
460804.69,5262475.86,35.48,30155,1,3,0,19789,20046,18761,29978
460804.63,5262476.16,32.09,29300,2,3,0,14135,14906,19275,26173
460804.53,5262476.63,27.28,29562,3,3,0,10537,10794,15934,19735
460804.71,5262475.77,31.88,28868,2,3,0,14649,15420,17990,25445
460804.77,5262475.5,35.17,30608,1,3,0,19018,18504,19275,31456
460804.84,5262475.15,34.88,30404,1,4,0,17219,16962,16191,31387
460804.81,5262475.29,33.29,28366,2,4,0,28013,27242,26214,33422
460804.62,5262476.22,23,27616,4,4,0,12336,13107,16962,20395
460804.75,5262475.58,30.06,28340,3,4,0,19018,17990,21845,25030
460804.8,5262475.37,28.67,28861,3,3,0,13364,14135,17219,27460
460804.85,5262475.13,27.04,28275,2,2,0,10537,11308,16191,19393
460804.95,5262474.64,32.54,30558,1,2,0,20560,19789,22102,27345
460804.96,5262474.64,28.47,28412,2,2,0,12593,13107,16705,20225
460805.03,5262474.28,32.56,30699,1,2,0,17990,17990,20046,23297
460805.12,5262473.89,32.74,28753,2,3,0,8995,9509,12850,23738
460804.51,5262476.76,0.25,28255,3,3,0,14135,12593,14392,21535
460805.14,5262473.77,34.08,30132,1,3,0,21331,21845,21331,24628
460804.59,5262476.37,0.05,28802,4,4,0,26985,25186,24415,30363
460805.1,5262473.99,27.26,27632,3,4,0,15420,14906,17990,19650
460804.67,5262475.98,0.36,29317,2,2,0,36751,34438,32382,35764
460805.3,5262473.06,34.21,30830,1,2,0,21331,20303,21845,27593
460804.77,5262475.54,0.6,30211,2,2,0,31868,29812,26985,36984
460805.38,5262472.68,33.98,30303,1,2,0,28527,27242,26471,32327
460804.85,5262475.18,0.29,29824,3,3,0,30840,29298,26214,36594
460805.33,5262472.92,26.83,30739,2,3,0,30069,29555,30583,26503
460805.46,5262472.31,34.03,28406,1,3,0,19789,18504,19275,26549
460805.42,5262472.47,27.56,29929,1,2,0,22616,22102,23130,31658
460805.5,5262472.11,27.79,30614,1,2,0,16962,17990,20560,22837
460805.1,5262474,0.75,29690,2,3,0,18247,18761,20817,24648
460805.08,5262474.06,0,29277,3,3,2,14135,12850,14906,25265
460805.19,5262473.59,0.78,30126,2,2,0,25700,25186,25443,31992
460805.26,5262473.23,1.09,31889,1,1,0,28784,26728,24672,32809
460805.4,5262472.57,0,31004,2,2,2,21074,21074,21074,27482
460805.42,5262472.49,1.04,30817,1,2,0,18247,19275,20817,22059
460798.94,5262503.88,42.11,28127,1,4,0,21588,20303,21845,27533
460799.1,5262503.13,41.45,28658,1,3,0,32382,30840,31868,30863
460798.95,5262503.85,35.56,28786,2,3,0,29555,26728,25443,29250
460799.05,5262503.39,35.42,28540,2,5,0,29812,25443,23387,37176
460799.32,5262502.12,43.17,27708,1,3,0,25700,23387,23644,38025
460799.25,5262502.41,40.62,30755,2,3,0,37265,32896,29812,34145
460799.33,5262502.08,40.46,30028,2,2,0,29555,25443,23901,37262
460799.48,5262501.37,42.78,30303,1,2,0,36494,31868,28270,41073
460799.57,5262500.92,43.66,30870,1,1,0,37265,31611,27242,42716
460799.65,5262500.56,43.61,31263,1,2,0,34438,29041,24415,42055
460799.67,5262500.47,40.83,29362,2,3,0,23644,21074,20303,35713
460799.79,5262499.9,42.64,29844,1,4,0,21331,19532,19532,30128
460799.7,5262500.33,38.75,28766,3,4,0,41891,37008,33153,36345
460799.74,5262500.14,40.42,28291,2,4,0,30069,26985,25700,31194
460800,5262498.92,48.11,28085,1,3,0,41891,37265,33924,37737
460799.82,5262499.79,40.12,30624,2,3,0,35466,30583,26985,29235
460799.89,5262499.48,39.32,29399,2,3,0,37265,32639,29041,38416
460799.77,5262500.01,34.5,28045,3,3,0,19018,16705,17476,31186
460800.08,5262498.57,47.52,29978,1,3,0,38036,34438,31868,37217
460799.95,5262499.18,38.77,29425,2,4,0,34695,30326,26985,37995
460799.85,5262499.66,34.36,28311,3,4,0,25700,22873,23901,26833
460800.15,5262498.26,46.96,28094,1,4,0,29041,25700,24158,38390
460800.24,5262497.81,47.73,29058,1,2,0,32125,28013,25700,37975
460800.32,5262497.45,47.05,30362,1,3,0,31354,27756,25443,36905
460799.3,5262502.25,0,29644,3,3,2,26985,24929,23644,30947
460800.27,5262497.7,41.44,30935,1,3,0,35466,31868,31354,31088
460800,5262498.94,30.02,27980,2,3,0,33924,30583,29555,30201
460800.53,5262496.46,48.42,28606,1,4,0,22873,19532,18247,35469
460800.39,5262497.12,42.79,27590,2,4,0,38036,33924,30069,40823
460800.44,5262496.89,41.15,30493,3,3,0,42148,37008,35209,34347
460800.53,5262496.49,44.37,28150,2,3,0,42405,35980,31868,35222
460800.71,5262495.65,48.25,30067,1,4,0,37008,33410,32382,36302
460800.51,5262496.57,40.03,29353,3,4,0,29041,24672,22873,33420
460800.74,5262495.5,46.2,28956,2,2,0,40606,35466,31868,37995
460800.76,5262495.41,43.42,29779,2,2,0,44975,39321,35723,37277
460800.87,5262494.91,47.78,29231,1,2,0,41891,37265,32382,36956
460800.85,5262494.99,43.55,28864,2,3,0,39064,34181,30326,36335
460801.12,5262493.73,47.87,30948,1,3,0,40863,34695,33410,35572
460801.08,5262493.92,46.11,28537,2,3,0,37265,31354,29555,33360
460801.38,5262492.51,48.8,31043,1,1,0,40092,35466,31097,40825
