"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460788.47,5262500.56,38.77,28589,3,3,0,22616,21331,22873,26666
460788.73,5262499.2,50.47,30152,1,3,0,52428,49344,48316,29810
460788.63,5262499.71,46.37,30306,2,3,0,32125,28527,28270,39422
460788.61,5262499.88,41.15,29798,3,3,0,51914,48059,46774,37962
460788.81,5262498.85,49.98,28586,1,3,0,39578,37522,35980,31118
460788.72,5262499.3,45.96,30182,2,3,0,33153,29812,28784,34799
460788.7,5262499.42,41.68,30149,2,2,0,29298,24929,22873,45049
460788.79,5262498.97,45.45,29716,1,2,0,35723,32125,30326,32644
460788.9,5262498.49,42.49,29729,1,2,0,23387,21074,20046,37384
460788.87,5262498.6,41.47,28409,2,2,0,17990,17476,18247,33916
460788.97,5262498.12,41.57,29690,2,2,0,15677,14906,15677,35101
460789.09,5262497.53,46.92,29480,1,2,0,40349,38036,36751,33311
460789.09,5262497.54,43.24,29723,2,2,0,23387,20817,21074,31217
460789.23,5262496.87,45.72,30873,1,2,0,23901,21331,21588,33815
460789.21,5262497.03,40.2,28589,3,3,0,27756,25700,26728,33406
460789.25,5262496.82,42.24,28353,2,3,0,35723,33410,34695,29342
460789.38,5262496.18,44.79,28117,1,3,0,17733,16448,17733,24871
460789,5262498.12,27.2,28422,2,3,0,35723,30583,28270,38638
460789.4,5262496.1,42.15,29025,1,4,0,25443,22873,22102,34586
460789.27,5262496.76,36.24,27842,2,4,0,12336,10023,13107,22730
460789.36,5262496.32,36.6,27803,2,4,0,21074,20303,24672,29690
460789.32,5262496.52,34.84,30175,3,4,0,38550,34438,31354,25979
460788.65,5262500.05,0,30621,3,3,2,32639,29555,29298,32139
460789.56,5262495.36,42.21,28415,1,3,0,22873,21331,22102,26328
460789.45,5262495.93,36.72,29274,2,3,0,14392,15420,17990,19621
460788.73,5262499.64,0.02,30608,2,2,0,23901,19532,16191,33569
460789.52,5262495.58,36.77,29847,1,2,0,22359,20303,20303,26120
460789.6,5262495.2,36.44,29877,2,3,0,22102,19275,19275,28963
460788.83,5262499.2,0.1,30477,3,3,0,35723,30840,27756,33828
460789.8,5262494.19,41.57,27370,2,3,0,14392,13621,15677,23018
460788.91,5262498.8,0.24,31129,3,3,0,38550,33410,28527,34712
460789.9,5262493.66,46.65,29425,1,3,0,23387,22616,21588,40287
460789.98,5262493.29,46.83,30280,1,2,0,32125,30326,27756,39189
460789,5262498.38,0.55,29628,2,2,0,38293,33924,29041,35038
460789.08,5262497.98,0.22,31528,2,2,0,37522,31868,30583,33891
460790.03,5262493.06,45.65,28638,1,2,0,22873,22359,22873,23909
460789.16,5262497.6,0,31194,2,2,2,34695,29041,25700,34516
460789.77,5262494.51,25.51,29179,2,3,0,33667,30840,29812,33478
460790.32,5262491.66,48.08,29408,1,3,0,31097,27756,26214,36974
460790.21,5262492.23,42.45,30172,2,3,0,31354,28013,25443,37856
460790.39,5262491.35,47.56,30598,1,2,0,35466,32896,30583,35006
460790.29,5262491.88,42.53,29222,2,2,0,30326,26985,24929,38427
460790.36,5262491.54,42.35,29444,2,4,0,28784,25957,23644,39785
460789.65,5262495.23,7.62,28098,3,4,0,15677,15420,16962,19872
460789.7,5262494.99,5.97,28232,3,3,0,15420,15677,18504,20054
460790.51,5262490.81,45.56,28973,2,3,0,28527,26214,25186,28186
460790.54,5262490.64,47.46,28101,1,3,0,32382,29298,29812,30615
460790.54,5262490.67,43.35,28864,2,3,0,30069,25957,24158,35348
460790.49,5262490.94,40.56,29782,3,3,0,41120,37522,34181,36694
460790.62,5262490.28,46.96,29179,1,3,0,20817,19532,20817,38522
460790.61,5262490.35,42.75,29015,3,3,0,31868,29041,27499,35329
460790.65,5262490.14,44.87,29428,2,3,0,24929,22616,23387,27150
460790.71,5262489.88,43.44,28776,2,2,0,28013,24672,23130,30579
460790.41,5262491.51,20.63,27724,3,4,0,31354,28013,25186,34858
460790.01,5262493.55,0.33,28864,4,4,0,19275,18761,21845,20608
460790.95,5262488.71,47.84,30080,1,4,0,25443,22616,22102,37349
460790.93,5262488.82,42.75,27564,2,3,0,24929,23901,24158,34575
460790.1,5262493.17,0.1,29933,3,3,0,17219,16962,19532,19699
460791.03,5262488.34,47.49,30555,1,3,0,26985,24929,24158,35594
460791.1,5262487.97,47.33,30300,1,2,0,29555,26985,26214,34686
460790.18,5262492.78,0.06,29267,2,2,0,26214,25700,26985,24696
460791.2,5262487.57,43.4,29415,1,3,0,33410,30840,29812,36685
460791.28,5262487.19,43.6,30188,1,2,0,29298,26471,25700,35800
460791.34,5262486.89,42.75,29267,2,3,0,29812,26728,25186,36928
460791.41,5262486.52,46.39,30522,1,3,0,33153,30840,30326,30373
460791.31,5262487.08,37.1,27809,3,5,0,16962,16448,17219,25952
460791.28,5262487.27,35.27,27567,4,5,0,21331,20817,22873,20367
460791.42,5262486.53,42.58,29700,2,5,0,28784,26214,24672,38353
460790.68,5262490.42,0,30565,3,3,0,21331,19789,21845,25658
460791.48,5262486.23,41.93,28773,2,3,0,34181,32639,31611,36745
460790.76,5262490.04,0,30693,3,3,2,33924,32896,32639,31331
460791.63,5262485.51,45.5,29890,1,3,0,31611,30326,29555,28165
460791.55,5262485.9,41.49,28144,2,3,0,31868,30583,29298,29581
460791.48,5262486.33,33.04,29716,3,4,0,14392,13364,13621,18000
460791.69,5262485.25,43.71,29107,1,4,0,16191,15677,17476,30862
460791.64,5262485.48,41.7,29143,2,4,0,21331,20303,22102,27862
460791.77,5262484.88,43.84,29877,1,4,0,20560,20046,22873,25918
460791.71,5262485.15,41,27809,2,4,0,15677,14392,15677,27894
460791.85,5262484.48,43.56,28599,1,5,0,19018,17476,18247,23712
460791.61,5262485.72,31.27,27744,4,5,0,20303,19789,20817,34364
460791.64,5262485.55,33.06,29959,3,5,0,30326,26985,24929,39527
460791.77,5262484.89,39.56,29202,2,5,0,28527,26214,24415,39929
460791.72,5262485.21,32.5,28514,3,4,0,26214,24672,23644,34726
460791.95,5262483.99,45.2,29834,1,4,0,23644,21588,20817,29632
460791.93,5262484.11,43.86,29906,2,4,0,27242,24672,22102,30132
460792.03,5262483.63,45.3,31407,1,3,0,37779,34952,33153,33158
460791.63,5262485.67,24.38,27432,3,3,0,26728,24415,25443,31069
460791.26,5262487.65,0,28841,4,4,2,15934,15163,13364,29782
460791.71,5262485.31,23.56,27806,3,4,0,23130,20817,21074,30945
460792.11,5262483.24,44.7,30372,1,4,0,35723,32125,29812,36695
460792.06,5262483.49,42.08,29182,2,4,0,31354,29041,27756,41677
460792.2,5262482.8,45.53,31099,1,2,0,34438,30326,28270,29514
460792.19,5262482.89,41.01,27537,2,2,0,30069,28013,24158,39848
460792.34,5262482.12,45.2,30349,1,2,0,28527,25957,24158,31126
460792.26,5262482.56,40.62,30211,2,2,0,33153,29812,26985,42301
460792.33,5262482.21,40.44,29553,2,4,0,25443,22873,21331,35753
460791.59,5262486.09,0.25,27878,4,4,0,17476,17219,19275,25640
460792.5,5262481.37,45.26,30932,1,2,0,29298,26985,24929,30108
460792.59,5262480.97,44.17,29376,1,4,0,31611,29555,26471,31896
460792.56,5262481.13,42.43,29975,2,4,0,29555,27242,25700,37392
460792.27,5262482.63,27.69,27455,4,4,0,24158,21845,22616,32262
460792.49,5262481.48,39.94,28956,3,4,0,25957,24929,25186,29523
460792.56,5262481.15,39.74,30129,2,2,0,15934,15420,16191,31251
460792.7,5262480.44,42.12,28432,2,4,0,29555,28013,24929,41349
460792.63,5262480.81,38.11,29707,3,4,0,29041,26728,26471,36959
460792.82,5262479.87,44.08,31106,1,1,0,38293,35209,32125,33146
460792.9,5262479.51,43.85,30893,1,2,0,34695,31097,28013,36821
460792.93,5262479.43,36.36,27822,2,3,0,18247,17733,20560,23197
460792.87,5262479.76,32.73,28543,3,3,0,29041,26728,26985,35088
460793.11,5262478.54,41.67,30516,1,3,0,28527,28270,29812,29706
460793.05,5262478.82,38.55,27416,2,3,0,16962,16448,19275,23382
460792.89,5262479.68,29.68,27403,3,3,0,27499,26214,26471,37195
460793.12,5262478.48,38.66,30349,2,2,0,29041,27242,27756,26794
460793.18,5262478.17,42.1,30585,1,2,0,32125,31354,32639,28880
460793.2,5262478.12,38.61,28556,2,2,0,33410,29812,26728,32506
460793.1,5262478.69,28.09,27944,3,3,0,30326,29555,30840,27568
460793.12,5262478.57,29.43,28202,2,3,0,20817,20817,23387,21974
460793.3,5262477.66,39.56,30054,1,3,0,33410,31354,30069,25822
460792.71,5262480.78,1,30480,5,5,0,11051,10794,14649,22165
460793.29,5262477.71,34.81,28940,3,5,0,21331,20303,20560,31381
460793.38,5262477.28,39.14,27747,2,5,0,34695,33410,32382,30027
460793.18,5262478.32,28.01,28851,4,5,0,20560,19789,21331,24120
460793.4,5262477.15,40.61,28288,1,5,0,17219,16448,17219,23409
460793.46,5262476.94,34.64,27514,3,3,0,16191,15934,19018,20269
460793.56,5262476.42,40.38,30925,1,3,0,26985,26471,27242,30276
460793.53,5262476.55,38.87,27527,2,3,0,16705,16962,18504,28340
460793.61,5262476.2,39.08,30129,1,2,0,14135,14135,17476,23653
460793.57,5262476.4,36.76,29366,2,2,0,13107,13878,18761,21106
460793.62,5262476.19,34.64,28176,2,2,0,12336,13621,18247,18253
460793.64,5262476.06,36.15,30942,1,2,0,12850,13621,18504,18311
460793.1,5262478.92,0.25,30024,3,3,0,10023,11308,16962,11482
460793.18,5262478.55,0.03,28979,3,3,0,10280,10537,14906,15164
460793.66,5262476.04,27.99,29510,2,3,0,19789,20046,22873,21213
460793.73,5262475.72,27.14,28022,2,3,0,22359,23130,25186,19471
460793.27,5262478.15,0,31106,3,3,2,21331,20817,22873,23420
460793.81,5262475.32,27.24,28291,1,2,0,11822,12593,17733,13103
460793.36,5262477.69,0.83,30945,2,2,0,10280,10794,15677,15705
460793.44,5262477.33,0.38,31587,2,2,0,9766,9509,15163,18838
460793.48,5262477.13,2.41,30054,1,2,0,40349,38550,40349,14525
460793.61,5262476.53,0,32013,2,2,2,8738,10280,16448,13300
460793.66,5262476.27,3,29317,1,2,0,16705,15420,17733,17418
460793.69,5262476.17,0,32023,1,1,2,9252,10794,16448,11282
460793.77,5262475.78,0.25,31692,1,1,0,8995,10537,16191,11335
460793.92,5262475.08,0,32040,1,1,2,9252,10537,16191,10608
460794,5262474.68,0.01,31902,1,1,0,8995,10280,15934,9216
460794.09,5262474.28,0.33,32062,1,1,0,9766,11051,16191,9783
460794.24,5262473.54,0.24,31230,1,1,0,9509,11051,16705,10610
460794.33,5262473.12,1.01,31967,1,1,0,8481,10023,15677,11660
460794.4,5262472.78,0.56,31735,1,1,0,9252,10794,15677,11873
460794.48,5262472.39,0.36,31895,1,1,0,9766,11565,16448,9687
460794.57,5262471.98,0,31958,1,1,2,11051,11051,15163,11773
460794.65,5262471.61,0.87,32138,1,1,0,26728,26728,29555,14531
460794.72,5262471.26,0.49,31669,1,1,0,21845,21074,21588,19263
460794.79,5262470.94,0,31191,1,1,2,11308,11308,12336,21489
460794.88,5262470.53,0.4,32135,1,1,0,18247,18247,21331,21884
460794.95,5262470.21,0,31646,1,1,2,32639,29555,29041,19510
460795.04,5262469.75,0.74,30824,1,2,0,20046,15934,14906,31395
460795.03,5262469.81,0,29890,2,2,2,23644,20046,19789,25390
460795.11,5262469.45,0,31856,1,1,2,39578,34438,32382,28685
460795.2,5262469.02,0.72,31817,1,1,0,16962,12850,12079,26287
460795.28,5262468.63,0.72,31777,1,1,0,32896,29041,27499,31968
460795.36,5262468.26,0.41,32017,1,1,0,29298,26985,25186,34577
460795.53,5262467.47,0.29,32020,1,1,0,56026,47545,43690,32961
460795.6,5262467.12,0.39,31830,1,1,0,48059,41634,35209,37314
460795.72,5262466.55,2.52,28340,1,2,0,34181,28270,26471,14701
460795.76,5262466.35,0.57,28799,2,2,0,15934,14906,16448,29827
460795.79,5262466.18,3.36,31437,1,2,0,16191,14906,16448,15262
460795.9,5262465.68,5.5,27659,2,3,0,13364,14135,18761,21099
460795.97,5262465.35,4.96,27675,3,3,0,12336,13878,16962,20141
460796.01,5262465.12,7.97,31348,2,3,0,13107,14906,19789,21473
460796.03,5262465.02,9.31,30411,1,3,0,11565,13107,17219,20311
460796.21,5262464.18,10,31797,1,2,0,11051,12593,17219,12909
460796.17,5262464.38,7.39,30922,2,2,0,11308,13107,17990,22896
460796.34,5262463.56,8.39,31925,1,1,0,10794,13107,17476,17133
460796.41,5262463.22,8.2,31394,2,2,0,12336,14649,19018,19995
460796.46,5262463.01,5.52,29330,3,3,0,8738,10794,16705,17009
460796.49,5262462.84,7.71,31148,1,3,0,10537,12593,17990,18060
460796.48,5262462.9,6.94,31197,2,3,0,9509,11565,16962,18369
460796.55,5262462.57,6.84,31928,1,1,0,8995,11051,16448,15927
460796.62,5262462.26,6.38,32351,1,1,0,8481,10537,16448,16128
460796.71,5262461.85,6.69,32302,1,1,0,7710,9766,15677,15539
460796.78,5262461.53,6.13,31876,1,1,0,8224,10280,16191,16189
460796.91,5262460.93,3.7,30165,2,4,0,7453,10280,15934,13548
460796.93,5262460.82,5.21,29690,1,4,0,7453,10280,15934,14464
460796.93,5262460.85,0,32043,1,1,2,17476,17990,22359,12140
460797.01,5262460.46,0.04,29303,3,3,0,31611,31868,33410,16995
460797.32,5262458.89,16.06,28412,1,2,0,10794,13107,17219,18453
460797.55,5262457.81,15.54,31325,1,2,0,13107,14906,16962,21267
460797.67,5262457.27,12.91,29900,2,2,0,10794,13107,16191,19913
460786.76,5262509.77,46.86,28963,1,3,0,28270,27242,26214,27047
460787.13,5262508.02,44.98,28039,2,2,0,27499,26985,25186,40495
460787.22,5262507.64,44.89,29330,2,3,0,31868,31097,29812,35310
460787.28,5262507.3,47.9,29890,1,3,0,33924,31354,28784,36818
460787.21,5262507.7,40.85,27862,3,5,0,16448,16448,19532,31890
460787.23,5262507.6,41.76,28094,2,5,0,34438,34438,35723,32410
460787.36,5262506.93,46.52,28707,1,5,0,27242,25443,23644,36765
460786.79,5262509.9,18.84,31047,1,2,0,20046,19532,20046,19213
460787.42,5262506.84,23.75,29972,1,2,0,32639,30069,29555,27305
460786.87,5262509.68,0,31076,2,2,2,43690,38550,35980,33195
460788.01,5262503.87,44.72,30604,1,2,0,23130,22359,22873,40137
460788.09,5262503.51,44.61,31138,1,1,0,31611,28013,26985,38529
460788.22,5262502.87,43.26,28687,1,2,0,26985,28270,29555,22351
460788.31,5262502.47,43.16,30627,1,2,0,22873,22102,22359,36808
460787.95,5262504.3,28.5,28540,2,2,0,30583,27756,25443,35321
460788.38,5262502.11,43.25,31489,1,1,0,31097,26471,25700,30766
460788.46,5262501.72,43.07,30981,1,2,0,34952,32125,31097,40128
460788.35,5262502.3,37.86,28828,2,2,0,23387,22102,23130,26953
460788.43,5262501.93,37.56,27439,3,3,0,24929,24415,25443,25021
460788.63,5262500.94,42.34,27478,2,2,0,39578,34952,32382,41811
460788.81,5262500.05,46.43,30824,1,2,0,36494,31868,29812,42456
460788.89,5262499.68,45.87,29838,1,4,0,27756,23901,24158,37485
460788.72,5262500.52,38.75,29330,3,4,0,17733,15677,16448,29672
460788.78,5262500.26,40.99,29582,2,4,0,16191,15420,17476,28899
460788.67,5262500.82,36.24,28763,4,4,0,37522,33410,29812,39077
460788.98,5262499.26,46.06,30775,1,2,0,34695,30583,29041,40587
460789.04,5262498.97,44.95,28589,2,2,0,32125,28527,25700,37134
460789.07,5262498.86,42.82,29969,2,2,0,28527,26214,25957,35202
460789.12,5262498.59,45.42,30250,1,2,0,33410,30069,28527,35457
460789.24,5262497.99,46.9,29382,2,3,0,22102,19018,19275,33852
460789.21,5262498.19,41.43,29218,2,2,0,16705,16448,18247,31906
460789.33,5262497.56,47.14,30519,1,2,0,30069,26728,24929,33661
460789.48,5262496.85,46.6,30536,1,2,0,25186,22102,22616,33169
460789.55,5262496.52,46.11,30290,1,2,0,27756,26214,26728,30170
460789.38,5262497.44,34.48,28419,3,4,0,40606,35466,30840,39079
460789.65,5262496.07,46.81,28347,1,4,0,26728,25186,26985,28504
460789.63,5262496.17,42.76,30562,1,3,0,18504,16448,17476,28507
460789.46,5262497.08,34.5,29802,2,3,0,42662,35980,29555,43882
460789.79,5262495.42,42.51,30680,1,1,0,26985,24158,24929,33442
460789.05,5262499.29,0.27,31325,2,2,0,38036,33410,29555,35137
460789.83,5262495.29,36.6,28986,1,2,0,27756,23901,22102,30010
460790.14,5262493.74,46.75,29546,1,2,0,17476,17476,18504,29752
460790.29,5262493,46.67,28511,1,2,0,26214,25957,25700,26556
460790.01,5262494.52,24.84,30264,2,3,0,31868,28784,26728,34913
460789.57,5262496.86,0,28284,3,3,2,22616,20560,20817,26796
460790.45,5262492.31,42.78,29258,2,3,0,26728,24158,22873,37598
460790.68,5262491.21,46.15,28048,2,3,0,32125,29555,27242,37058
460789.74,5262496.05,0.19,30139,3,3,0,23130,22616,24672,22063
460790.65,5262491.36,40.67,30044,2,3,0,35980,32639,30069,37461
460789.92,5262495.18,0.76,29913,2,2,0,20046,19532,22873,21102
460790.86,5262490.36,42.68,29415,2,3,0,28784,25700,23644,36106
460790.95,5262489.89,47.24,27855,1,3,0,20303,19018,20046,24134
460790.95,5262489.94,43.12,28324,2,3,0,31611,29041,27499,28638
460791.04,5262489.49,47.51,27967,1,3,0,27499,26471,26985,35038
460790.12,5262494.2,1.48,27967,3,3,0,24672,23644,24929,22984
460791.12,5262489.08,47.53,29326,1,3,0,25957,24415,24415,24702
460790.19,5262493.88,0.67,29107,3,3,0,30326,30069,32896,19699
460791.11,5262489.17,43.27,27957,2,3,0,31868,28784,27242,37374
460790.34,5262493.2,0.07,30011,2,2,0,13107,13364,16448,15321
460791.28,5262488.35,47.48,30470,1,2,0,25700,22616,21331,35284
460791.34,5262488.04,47.08,29461,1,3,0,30326,26985,25700,34518
460790.41,5262492.85,0,27632,3,3,2,16191,16705,19018,20719
460791.35,5262488.06,43.22,29874,1,4,0,27756,25186,22873,36099
460790.85,5262490.62,18.3,27875,3,4,0,31097,28784,28270,34616
460790.88,5262490.46,19.55,27586,2,4,0,26471,24415,23130,25701
460790.59,5262492.02,0,30250,3,3,2,26985,26214,29041,19284
460791.38,5262487.94,40.12,30719,1,3,0,17990,17476,17990,29255
460790.94,5262490.22,17.76,28825,2,3,0,23644,23644,23130,27106
460790.99,5262489.97,16.22,29556,4,5,0,14135,14392,18247,17157
460790.67,5262491.61,0,29140,5,5,2,20560,20303,22616,24077
460791.51,5262487.31,42.73,27845,2,5,0,25186,22873,21588,32208
460790.76,5262491.22,0.17,28219,3,3,0,18761,18504,20303,24357
460791.58,5262486.95,42.7,27921,2,3,0,31354,29041,27756,37146
460791.66,5262486.56,46.55,30742,1,3,0,32382,29555,28270,32396
460791.66,5262486.58,42.67,29716,2,3,0,23901,21845,21074,37022
460791.73,5262486.23,45.78,29969,1,3,0,30069,27242,25700,31120
460791.8,5262485.87,45.51,29271,1,4,0,28013,25186,24158,37445
460790.92,5262490.43,0.09,29546,4,4,0,19018,19018,20560,24930
460791.64,5262486.72,37.29,28085,3,4,0,28784,27756,28013,26929
460791.87,5262485.56,44.99,29054,1,3,0,24415,22102,22616,31450
460791.38,5262488.09,19.89,29094,2,3,0,24672,23387,25186,27506
460791,5262490.07,0.11,30673,3,3,0,17219,17476,19275,25619
460791.08,5262489.69,0,28288,3,3,2,19789,19532,21074,28480
460791.93,5262485.31,43.57,30785,1,3,0,17990,16962,17990,24614
460791.94,5262485.27,40.07,28009,2,4,0,32382,31611,31354,27318
460792.01,5262484.93,43.46,30034,1,4,0,20560,19789,22873,24936
460791.24,5262488.92,0,29516,3,3,2,25700,23644,21845,33341
460791.87,5262485.66,32.73,29343,2,3,0,25957,24415,23130,36695
460792.11,5262484.45,40.56,27980,3,4,0,28013,26214,25957,39296
460792.17,5262484.16,43.62,28982,2,4,0,34952,31868,29298,32675
460791.68,5262486.7,18.18,27819,4,4,0,27756,25443,24672,34483
460792.19,5262484.03,44.98,29838,1,4,0,22873,20817,20303,25956
460792.27,5262483.66,44.53,30506,1,5,0,30326,27242,24929,40436
460791.83,5262485.98,21.23,27750,5,5,0,34695,32125,32125,25928
460792.22,5262483.91,42.61,27947,2,5,0,28784,26214,24415,39521
460791.99,5262485.12,29.81,27518,4,5,0,24415,22616,21845,31217
460792.19,5262484.08,40.58,28343,3,5,0,36751,33153,29812,35264
460792.36,5262483.24,45.42,30942,1,3,0,29812,26214,23901,39277
460791.5,5262487.73,0,27967,3,3,2,24158,21845,19532,32454
460792.3,5262483.57,41.91,27996,2,3,0,20046,17990,17219,34680
460792.38,5262483.19,41.7,27996,2,2,0,23130,20560,20046,32722
460792.45,5262482.83,45.58,31043,1,2,0,39578,36237,34181,32254
460792.37,5262483.35,27.64,28101,3,3,0,24158,23644,24929,25162
460792.65,5262481.9,43.1,30218,2,3,0,28527,25957,25186,35841
460792.69,5262481.68,45.51,29693,1,3,0,33153,30069,28527,33004
460792.78,5262481.3,41.37,27649,3,3,0,21331,19532,19789,31920
460792.81,5262481.15,42.98,28573,2,3,0,23901,22359,21845,35137
460792.84,5262480.98,44.12,30611,1,3,0,31354,28784,25700,34657
460792.87,5262480.85,41.57,28094,2,3,0,21845,20560,21331,36120
460792.8,5262481.19,38.6,27501,3,3,0,17733,16448,16705,27660
460793.07,5262479.89,44.22,31207,1,1,0,36237,33924,31354,35606
460793.14,5262479.54,43.85,30450,1,3,0,33924,30583,29041,39262
460793.05,5262480.01,38.68,29520,3,3,0,16705,15934,19018,24261
460793.18,5262479.41,41.55,30191,2,3,0,23644,23387,25443,27563
460793.13,5262479.63,39.04,28730,3,3,0,19789,19275,22873,22094
460793.21,5262479.23,42.96,28927,1,3,0,21588,20560,20560,30488
460793.22,5262479.23,38.68,30945,2,2,0,17476,17219,20817,20119
460793.26,5262478.99,41.33,29956,1,2,0,14392,14906,17476,26159
460793.25,5262479.09,36.31,28183,2,2,0,21588,20560,21074,27111
460793.35,5262478.56,42.11,30578,1,2,0,20303,20303,22359,29123
460793.4,5262478.35,40.31,28202,2,3,0,23130,22616,25443,26262
460793.32,5262478.78,35.61,28815,3,3,0,26985,25443,24415,39115
460793.55,5262477.63,39.78,28425,2,5,0,38293,35723,33410,29157
460793.58,5262477.49,41.35,29765,1,5,0,16191,14906,15677,27166
460793.36,5262478.62,28.89,27888,5,5,0,23130,21845,23130,28406
460793.38,5262478.53,29.9,27714,4,5,0,26728,26471,28527,25299
460793.43,5262478.33,28.09,29244,3,3,0,32896,31097,28784,30989
460793.66,5262477.15,40.8,30260,1,3,0,30840,29555,29041,25281
460793.55,5262477.69,35.09,28858,2,3,0,27756,26985,26985,31361
460793.73,5262476.79,40.61,30768,1,2,0,24672,23644,23130,27926
460793.67,5262477.11,36.86,28291,2,2,0,17733,17733,20046,22551
460793.59,5262477.57,27.75,27783,3,4,0,19275,20046,22616,33778
460793.63,5262477.38,29.85,27989,2,4,0,17990,18247,19275,22238
460793.19,5262479.68,0.34,27331,3,3,0,8738,10537,16448,11669
460793.83,5262476.34,37,29841,1,3,0,11822,12593,16962,19999
460793.71,5262477.01,29.5,29461,2,3,0,18247,17733,21845,22069
460793.9,5262476.01,36.38,30981,1,1,0,11822,12593,17476,17966
460793.98,5262475.68,36.04,31168,1,2,0,11051,12336,17733,17397
460793.36,5262478.89,0.14,29510,2,2,0,7453,9766,17219,11162
460793.91,5262476.05,27.88,28078,2,3,0,17219,17219,17219,26074
460794.04,5262475.35,35.83,30532,1,3,0,10537,11308,16705,16130
460793.43,5262478.55,0,30290,3,3,2,12850,12079,16448,16917
460794.12,5262474.99,35.78,29759,1,3,0,10537,10794,16191,14473
460793.51,5262478.18,0,30159,3,3,2,32639,29812,30840,31546
460794.06,5262475.35,27.55,28976,2,4,0,10280,11051,15934,14816
460794.19,5262474.65,35.34,27681,1,4,0,14649,13878,17476,15604
460793.64,5262477.55,2.84,28740,3,4,0,12079,12850,17219,11053
460793.71,5262477.21,2.69,30663,1,2,0,17219,16962,20303,17494
460793.67,5262477.42,0.36,31119,2,2,0,16448,15934,18247,23283
460794.21,5262474.64,27.06,28422,1,3,0,15934,16191,20303,17895
460793.8,5262476.79,2.71,30139,2,3,0,13107,13621,17219,22730
460793.76,5262477.02,0,30277,3,3,2,10280,12079,15420,15141
460793.95,5262476.08,2.72,27357,1,2,0,8995,11051,16962,14759
460794.07,5262475.54,0.26,31774,1,1,0,8995,10280,15934,10828
460794.15,5262475.18,0,31961,1,1,2,10023,11308,16448,11033
460794.24,5262474.75,0.12,31728,1,1,0,8481,9766,15163,9230
460794.39,5262474.01,0.27,32030,1,1,0,14906,15420,20817,10760
460794.57,5262473.18,0.91,31686,1,1,0,8995,10537,16191,11842
460794.88,5262471.72,0.5,31876,1,1,0,11308,10280,13878,16769
460794.96,5262471.3,0.77,31627,1,1,0,13621,12336,11565,25507
460795.04,5262470.96,0,31397,1,1,2,16705,16705,16962,18221
460795.12,5262470.58,0.19,32443,1,1,0,19532,19275,21331,24090
460795.2,5262470.2,0,32056,1,1,2,23387,19532,19275,19997
460795.45,5262469.03,0.65,31872,1,1,0,21331,16191,14135,22681
460795.52,5262468.69,0.32,31866,1,1,0,39064,33924,31097,32312
460795.68,5262467.95,0.31,32115,1,1,0,37265,30583,29812,23908
460795.77,5262467.5,0.82,31732,1,1,0,57054,49344,45746,30880
460795.85,5262467.13,0.63,31948,1,1,0,40606,35209,30840,38871
460795.96,5262466.62,2.54,28288,1,2,0,47288,38036,32382,24932
