"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460759.75,5262521.82,0.76,31718,1,1,0,17476,17476,20560,23493
460760.6,5262524.43,1.67,29523,1,2,0,16448,15677,18761,18054
460760.39,5262523.77,0,31512,2,2,2,16191,15163,18247,18630
460749.61,5262490.1,0,31637,1,1,2,51143,47031,45489,0
460754.51,5262505.15,35.83,28488,1,2,0,19275,18504,22873,0
460752.03,5262497.54,16.51,28311,2,3,0,20303,19789,21331,0
460755.31,5262507.6,40.87,29202,1,3,0,25957,25186,27242,0
460752.15,5262497.89,16.32,28068,2,3,0,15677,15420,19275,0
460750.19,5262491.86,0,29942,2,2,2,27756,27499,26728,26662
460751.28,5262495.21,7.06,28743,2,3,0,29555,29555,29812,19452
460755.36,5262507.75,38.69,27662,1,3,0,12336,13107,16962,17692
460755.47,5262508.07,38.44,30414,1,2,0,20560,21331,25186,15991
460750.66,5262493.3,0,31774,1,1,2,21331,20817,21845,17693
460750.8,5262493.71,0,31846,1,1,2,20303,20046,22102,23161
460750.97,5262494.23,0.27,31728,1,1,0,23387,22616,22873,22979
460751.09,5262494.6,0.16,30460,3,3,0,25957,24929,24415,27737
460754.94,5262506.43,29.26,30365,1,3,0,12593,14135,18504,17488
460752.67,5262499.44,12.5,27967,2,3,0,21588,21331,23644,22823
460751.2,5262494.94,0.19,30342,2,2,0,11822,12593,16448,13046
460755.07,5262506.84,30.26,30060,1,2,0,13621,15163,18761,13635
460755.33,5262507.63,31.38,30441,1,3,0,20303,20817,24672,17397
460755.11,5262506.93,29.58,28776,2,3,0,20817,21331,25186,16565
460755.44,5262507.96,30.33,30339,1,3,0,21331,21331,24415,16986
460751.57,5262496.04,0,28959,3,3,2,16191,15934,17990,18352
460755.01,5262506.63,26.21,28042,2,3,0,23387,23387,26471,16675
460751.66,5262496.31,0,30028,3,3,2,21845,21588,23387,21495
460755.12,5262506.97,27.07,29179,2,3,0,13107,13364,17733,13123
460757.07,5262512.94,41.46,29746,1,3,0,27756,28013,29298,19336
460755.16,5262507.08,26.34,28959,2,3,0,15677,15163,19275,16332
460755.58,5262508.36,27.87,27983,2,2,0,26985,24672,26214,15810
460755.86,5262509.2,28.28,28232,2,3,0,49344,44975,42919,25421
460755.96,5262509.53,28.24,28379,1,2,0,49344,45232,40863,29656
460756.24,5262510.37,28.55,30093,1,2,0,37008,34438,33410,21947
460752.56,5262499.05,0,30978,2,2,2,29041,25186,26214,22467
460752.67,5262499.39,0,31656,1,1,2,34695,31868,31354,25645
460753.16,5262500.87,0.72,31296,1,1,0,26214,25700,25700,22245
460753.2,5262501,0,31378,2,2,2,22616,22102,22616,27490
460756.55,5262511.29,26.23,28950,1,2,0,14906,15420,18761,12387
460753.29,5262501.28,0,31191,1,1,2,17476,17476,19789,18619
460756.81,5262512.08,26.38,30614,1,2,0,26985,25957,25186,20597
460753.48,5262501.85,0,30401,2,2,2,16962,16962,20303,18473
460757.13,5262513.04,26.86,30008,1,2,0,29812,28784,27756,25310
460753.96,5262503.3,0,30473,2,2,2,30069,28527,27242,23577
460754.07,5262503.63,0,31332,2,2,2,32382,31097,29555,24912
460754.2,5262504.03,0,31578,1,1,2,36751,33924,33410,20026
460757.87,5262515.32,28.41,28330,1,2,0,31868,28270,31611,12185
460754.71,5262505.58,0.1,31797,1,1,0,15163,15420,20560,9985
460755.49,5262507.97,4.99,29746,1,2,0,22102,19018,24158,15601
460755.53,5262508.09,4.37,29995,1,2,0,28527,24672,22102,23792
460755.05,5262506.62,0.75,30463,2,2,0,32125,28527,25700,20432
460755.16,5262506.93,0.51,31617,2,2,0,49344,48059,44718,29373
460755.52,5262508.04,3.4,29081,1,2,0,46003,44975,42662,32192
460755.26,5262507.25,0.4,31640,1,1,0,15934,13878,18247,28752
460755.45,5262507.82,0.25,31476,2,2,0,18761,16191,23130,16060
460759.35,5262519.8,31.33,28874,1,2,0,24672,21845,23901,19661
460759.79,5262521.16,33.03,30208,1,3,0,32896,29555,29041,28031
460758.39,5262516.84,21.67,28465,2,3,0,32896,30326,28527,24896
460755.78,5262508.83,0,29457,3,3,2,31097,29555,30840,19874
460759.99,5262521.77,33.73,29739,1,3,0,35723,32896,31868,27566
460758.41,5262516.91,20.87,29867,2,3,0,35466,32896,30583,23860
460758.48,5262517.13,20.58,28619,2,3,0,31354,28527,26985,20930
460758.53,5262517.27,20.04,28802,2,3,0,34181,32125,31354,25468
460760.18,5262522.35,33.84,29317,1,3,0,28784,26471,26728,23346
460758.56,5262517.34,18.39,31358,1,2,0,20817,20046,22873,13338
460756.48,5262510.95,0,30267,2,2,2,28784,26471,26985,27039
460756.62,5262511.36,0,30123,2,2,2,27499,26471,27499,19003
460760.9,5262524.51,33.52,30539,1,2,0,29555,28527,28527,14019
460758.67,5262517.67,14,29546,2,3,0,15420,15163,19018,14483
460756.97,5262512.43,0.41,30211,3,3,0,16448,14906,19789,17445
460757.15,5262512.98,0,31106,3,3,2,16962,15934,19532,11631
460757.27,5262513.33,0,30558,2,2,2,24158,21845,24672,14246
460757.42,5262513.8,0.54,29700,2,2,0,16962,16191,19275,20683
460757.68,5262514.57,0.64,31361,1,1,0,36494,33410,29812,18797
460757.72,5262514.71,0,31620,1,1,2,42405,38036,32896,31994
460758.28,5262516.43,3.58,28298,2,3,0,38036,35466,32382,32297
460757.93,5262515.34,0.63,30572,3,3,0,39064,35980,32639,32126
460757.97,5262515.47,0,31296,3,3,2,35980,33667,31097,32779
460758.11,5262515.9,0.11,31800,2,2,0,44975,39835,37522,32356
460758.22,5262516.22,0,31981,1,1,2,46774,43433,39321,33427
460758.43,5262516.87,0,31791,1,1,2,18504,18247,20817,18414
460758.56,5262517.24,0,31689,1,1,2,13878,14392,20303,11306
460758.66,5262517.55,0,32046,1,1,2,14906,14392,17733,11634
460759.07,5262518.8,0.69,32026,1,1,0,21074,19275,22102,15413
460759.34,5262519.62,0,31335,1,1,2,16191,15934,19789,13937
460759.52,5262520.18,0.73,31594,1,1,0,16448,16705,21588,13569
460759.56,5262520.29,0,31787,1,1,2,13878,14135,19275,12676
460759.82,5262521.08,0.25,31732,1,1,0,12593,12850,19018,10229
460760.2,5262522.22,0.79,31473,1,1,0,11051,12336,17733,12993
460760.27,5262522.44,0.26,31594,1,1,0,16448,16448,20817,12303
460760.91,5262524.37,0.04,31764,1,1,0,13621,13107,18504,11939
460755.26,5262506.66,41.02,28661,1,2,0,21074,20560,22873,0
460749.9,5262490.19,0.05,31260,2,2,0,28527,26214,25957,0
460753.33,5262500.73,25.11,28553,2,3,0,19275,17733,21588,0
460750.03,5262490.59,0.33,31296,3,3,0,27756,26728,28270,0
460754.05,5262502.94,30.62,29231,1,3,0,21074,19532,23901,0
460755.51,5262507.41,41.23,29579,1,2,0,17733,16705,18761,0
460755.77,5262508.2,41.17,31594,1,1,0,29812,29555,28270,0
460751.38,5262494.71,6.42,27924,1,2,0,16962,15677,16962,23989
460750.48,5262491.94,0,31696,2,2,2,20303,19532,19789,24783
460756.23,5262509.62,43.1,27973,1,2,0,14135,14135,16962,14322
460750.72,5262492.66,0,31371,1,1,2,16191,15677,19789,12663
460752.89,5262499.34,13.15,29215,1,2,0,12336,12850,18761,17837
460751.22,5262494.2,0,31600,2,2,2,17476,17219,19789,22018
460751.36,5262494.61,0,30896,3,3,2,17990,18761,20817,16657
460755.22,5262506.48,30.2,30152,1,3,0,17219,18247,21074,15233
460752.77,5262498.95,11.01,27839,2,3,0,16705,17733,21588,15311
460752.84,5262499.17,10.74,28569,2,3,0,14392,15677,20560,12250
460751.46,5262494.93,0,29526,3,3,2,11822,13107,18247,12067
460755.62,5262507.69,31.31,30978,1,2,0,14649,15163,18504,17521
460755.65,5262507.79,30.81,30182,1,2,0,13621,13878,18761,16456
460751.69,5262495.63,0,29313,2,2,2,19275,19789,23387,14371
460755.72,5262507.99,30.3,28753,1,2,0,16191,16705,20560,15645
460755.26,5262506.57,26.93,30021,2,2,0,16962,17219,21588,15213
460752.66,5262498.59,5.72,27796,3,3,0,15677,15934,20560,13242
460757.18,5262512.48,41.01,28553,1,3,0,16448,16448,19532,16698
460752.17,5262497.09,0,29215,2,2,2,32125,31097,30583,23465
460757.44,5262513.27,41.29,29618,1,2,0,27242,24929,24929,26424
460752.41,5262497.8,0,29920,1,1,2,39321,36494,36751,14091
460752.63,5262498.48,0,31696,1,1,2,47802,43433,41377,27146
460756.42,5262510.12,28.7,28517,1,2,0,33924,31611,31611,24510
460753.06,5262499.79,0,31797,1,1,2,33153,30583,30326,21421
460753.31,5262500.53,0.71,30850,1,2,0,22102,19532,22359,19781
460753.19,5262500.17,0,29277,2,2,2,22359,20046,22616,19599
460753.46,5262500.98,1.28,31469,1,1,0,23901,23644,24672,25294
460753.51,5262501.14,0.74,30965,2,2,0,16705,16448,19018,17356
460756.89,5262511.53,25.98,28511,1,2,0,20817,20560,24672,15487
460757.17,5262512.39,26.97,30287,1,2,0,24158,24158,24158,24626
460754.01,5262502.66,0,30457,2,2,2,26728,25186,25700,22295
460754.16,5262503.11,0.33,31076,2,2,0,28270,26985,28527,23320
460754.58,5262504.38,0,31781,1,1,2,20303,19018,22102,11491
460754.73,5262504.84,0,31823,1,1,2,21074,20046,23644,11561
460754.86,5262505.23,0.25,31771,1,1,0,16191,15934,21331,10589
460754.98,5262505.62,0.39,31712,1,1,0,14649,14649,21331,9717
460755.21,5262506.3,0.08,31692,1,1,0,19789,16448,20817,19242
460755.34,5262506.69,0.74,31945,1,1,0,49087,46003,43690,22292
460759.5,5262519.47,31.21,28432,1,2,0,35723,32125,32382,21191
460755.62,5262507.55,0.13,31243,2,2,0,33667,31611,30840,14192
460755.83,5262508.17,0.2,29995,2,2,0,29555,27242,27499,29251
460760.17,5262521.52,34.33,30110,1,2,0,33153,30326,29812,25987
460756.05,5262508.85,0,28124,3,3,2,41377,39064,37265,21185
460760.3,5262521.92,34.27,30647,1,3,0,31868,29298,28527,30200
460760.36,5262522.09,33.67,29592,1,2,0,26471,24672,24672,29145
460758.77,5262517.19,20.77,30729,2,2,0,31354,29041,28270,29475
460756.32,5262509.66,0.12,29110,3,3,0,33153,30840,31354,24875
460758.96,5262517.77,20.66,29022,3,4,0,28784,27756,28527,14433
460760.56,5262522.69,33.58,29759,1,4,0,30069,28784,30069,19399
460760.12,5262521.33,29.62,28088,2,4,0,31097,29812,31611,17946
460756.46,5262510.08,0.42,29838,4,4,0,23387,21845,24672,14233
460756.53,5262510.31,0,28746,2,2,2,21074,20560,23387,14705
460758.8,5262517.28,18.27,31417,1,2,0,15420,14649,17990,13712
460760.78,5262523.35,33.72,28219,1,3,0,30840,29041,29555,23569
460758.75,5262517.11,16.18,29271,2,2,0,34438,31611,30069,27802
460758.77,5262517.16,15.39,29942,2,2,0,35209,32896,30326,25631
460761.02,5262524.07,33.12,29507,1,2,0,26214,24158,23130,24969
460760.91,5262523.72,30.33,29235,1,4,0,25186,24158,24672,18202
460757.34,5262512.75,0,28642,3,3,2,23901,22102,24415,11631
460758.62,5262516.69,10.47,30116,2,3,0,21845,20046,22359,13743
460761.18,5262524.55,30.97,29651,1,3,0,23130,22359,21074,19227
460758.65,5262516.78,9.81,29494,2,3,0,26728,26214,28013,13415
460758.59,5262516.58,8.41,28429,2,3,0,28527,26728,26728,18205
460757.67,5262513.77,0,28933,3,3,2,13878,14135,18761,13334
460758.58,5262516.55,7.43,28655,2,3,0,19018,18504,22359,15051
460757.79,5262514.12,0,29195,2,2,2,29812,28270,30069,19193
460758.57,5262516.51,6.41,30621,1,2,0,18247,17733,19789,20440
460758.57,5262516.51,5.53,31227,1,1,0,20817,18247,22616,32187
460758.57,5262516.5,4.59,31116,2,2,0,22616,20303,21331,35983
460758.57,5262516.5,3.63,31122,1,1,0,28784,27756,27499,29640
460758.57,5262516.51,2.73,31093,1,1,0,28784,26214,26985,32078
460758.51,5262516.32,1.53,31211,1,1,0,42405,38293,37265,34353
460758.51,5262516.31,0.51,31476,1,1,0,50886,48830,45746,27390
460759.16,5262518.26,0.02,31981,1,1,0,19789,19018,23387,11166
460759.4,5262519,0.23,31827,1,1,0,23130,22102,23644,11510
460759.49,5262519.27,0,31810,1,1,2,19275,18761,21588,16163
460759.82,5262520.29,0.66,31633,1,1,0,14135,14906,19275,12264
460760.09,5262521.08,0,31594,1,1,2,11822,12850,19789,9574
460760.3,5262521.74,1.11,31659,1,1,0,12336,13621,19275,10652
460760.39,5262522.01,0,31666,1,1,2,12593,13107,18247,13059
460760.62,5262522.7,0.03,31696,1,1,0,21074,19532,21331,11651
460760.7,5262522.94,0,31414,1,1,2,32896,30326,29812,13167
460761.15,5262524.3,0,31823,1,1,2,12079,12079,17476,15216
460750.2,5262490.3,0.19,29906,2,2,0,23130,23387,25443,0
460755.51,5262506.63,40.72,30149,1,2,0,33410,32382,32125,0
460750.29,5262490.59,0,29962,3,3,2,21845,21845,23130,0
460755.7,5262507.21,41.16,29831,1,3,0,23644,22359,23644,0
460750.51,5262491.26,0,30460,2,2,2,14392,14135,18247,0
460756.02,5262508.16,41.29,28481,1,3,0,16705,17219,18247,0
460750.64,5262491.65,0,31089,3,3,2,16191,15677,19018,0
460751.41,5262494,5.57,29664,2,3,0,23387,22873,25186,0
460750.76,5262492.01,0,31433,2,2,2,19018,18247,19275,23661
460756.38,5262509.26,43,28258,1,2,0,16962,16705,20560,9540
460754.22,5262502.64,25.61,28648,2,3,0,16962,17476,21074,16024
460756.53,5262509.74,43.19,29949,1,3,0,24415,24415,26985,18305
460754.28,5262502.83,25.1,29238,1,2,0,13364,13878,17219,13040
460751.11,5262493.09,0,31817,1,1,2,25700,24672,26728,15316
460751.36,5262493.83,0,31306,2,2,2,12850,13621,18761,11036
460755.28,5262505.87,29.89,29543,1,2,0,11051,12336,17476,8601
460755.41,5262506.26,29.72,30565,1,2,0,18247,18247,22359,9332
460751.74,5262494.98,0,30509,2,2,2,17219,17990,22873,15609
460755.73,5262507.24,30.82,29838,1,2,0,15163,15420,19018,18435
460755.93,5262507.84,30.74,30149,1,3,0,15420,15934,19018,16896
460752.02,5262495.84,0,28212,3,3,2,20046,20303,23387,18299
460755.43,5262506.29,26.16,29032,2,3,0,15163,15677,19018,18022
460755.51,5262506.56,26.43,28923,2,3,0,16962,16705,20817,13613
460756.07,5262508.26,30.91,29707,1,3,0,20046,19789,23387,14809
460752.16,5262496.25,0.34,28681,3,3,0,15420,15420,19018,14822
460752.25,5262496.52,0,29782,3,3,2,11565,12079,17476,14596
460757.47,5262512.57,40.85,29163,1,3,0,15420,15934,19532,25039
460752.44,5262497.1,0.78,30165,3,3,0,24158,23387,24929,24951
460755.6,5262506.82,25.41,29087,2,3,0,25443,24672,24415,28190
460756.08,5262508.28,28.45,29012,1,2,0,27756,25443,25186,27398
460752.56,5262497.46,0,30155,3,3,2,28784,26728,28270,17576
460756.3,5262508.94,28.4,28340,2,3,0,41120,36494,34952,30167
460752.78,5262498.15,0,31725,1,1,2,47802,43176,40092,25646
460753.02,5262498.85,0,31738,1,1,2,34695,31097,30583,21442
460753.13,5262499.2,0.07,31646,1,1,0,32382,29555,29041,20485
460753.24,5262499.52,0,31538,1,1,2,32125,30069,30583,18868
460753.36,5262499.91,0.3,31764,1,1,0,27756,24929,25957,18473
460753.65,5262500.79,0.86,31250,1,1,0,23644,23387,25957,19820
460753.86,5262501.42,1.05,30670,2,2,0,15163,14906,16448,19826
460754,5262501.85,0.99,29503,2,2,0,27756,27756,27242,22259
460753.98,5262501.79,0,29743,2,2,2,25957,26471,26728,24277
460754.13,5262502.23,0,29428,2,2,2,18761,16962,18247,21346
460757.68,5262513.14,26.82,29228,1,2,0,23644,23387,24672,25624
460757.9,5262513.79,26.86,29163,1,2,0,25957,25443,26985,20915
460754.6,5262503.67,0,31905,1,1,2,37008,34695,33924,22658
460754.87,5262504.48,0,31800,1,1,2,32896,30069,31611,12824
460755.12,5262505.23,0,31715,1,1,2,14906,14906,20817,11118
460755.23,5262505.55,0,31925,1,1,2,16705,16191,20817,10204
460755.33,5262505.89,0,31899,1,1,2,20046,19275,22616,10575
460755.47,5262506.29,0.57,31696,1,1,0,32639,29041,32896,13503
460755.56,5262506.56,0.21,31682,1,1,0,22359,21845,23387,27716
460759.72,5262519.35,30.86,29461,1,2,0,41891,38293,37522,15550
460760.17,5262520.72,33.5,30241,1,2,0,37779,33924,33153,22881
460756.19,5262508.49,0,31024,1,1,2,31354,28784,26728,28375
460759,5262517.11,19.55,29802,2,2,0,32382,30840,30069,23168
460759,5262517.11,18.61,30591,2,3,0,26985,25957,27756,19147
460760.8,5262522.63,33.62,28753,1,3,0,25700,24415,25957,18906
460756.82,5262510.4,0,30958,2,2,2,17733,17219,20817,12840
460759.02,5262517.14,17.71,29172,1,2,0,24158,23387,25186,15222
460756.93,5262510.73,0.32,28655,2,2,0,32639,30840,31354,20115
460759.03,5262517.19,17.14,31230,1,2,0,28013,25700,25443,25929
460759.06,5262517.27,16.38,29281,2,2,0,32382,30069,28527,30860
460759.24,5262517.8,16.93,29349,2,2,0,38293,36751,33667,27502
460759.54,5262518.73,17.78,28930,3,3,0,30326,29041,27756,17494
460759.68,5262519.14,17.69,30037,2,3,0,19532,18504,20303,15058
460758.87,5262516.67,11.16,28547,3,3,0,20046,19275,22102,14701
460761.35,5262524.29,30.76,30709,1,2,0,30326,29041,28013,22126
460758.85,5262516.6,9.18,30349,2,2,0,34695,33924,31611,20867
460758.86,5262516.61,8.35,30283,2,2,0,31097,28527,26985,26951
460758.84,5262516.54,7.27,30221,2,2,0,28013,28527,25957,21132
460758.83,5262516.5,6.22,31296,1,1,0,16962,15934,18504,15897
460758.81,5262516.46,5.26,31135,1,2,0,20817,19275,22359,15845
460758.83,5262516.5,4.42,31227,1,2,0,21588,20046,23387,22856
460758.82,5262516.47,3.47,31086,1,1,0,24415,23644,25957,27959
460758.81,5262516.42,2.42,31240,1,1,0,22616,19789,22102,29918
460758.78,5262516.34,1.38,31407,1,1,0,22873,18247,19532,30538
460758.87,5262516.6,0,32158,1,1,2,15163,14392,19018,12088
460759.22,5262517.66,0,32000,1,1,2,16448,16191,20046,11995
460759.43,5262518.3,0,32085,1,1,2,17476,16705,22102,12192
460759.79,5262519.4,0.16,31794,1,1,0,16448,17219,20817,12169
460760.04,5262520.17,0.38,31483,1,1,0,15420,17219,19789,12170
460760.4,5262521.26,0.86,31571,1,1,0,11051,12079,18761,10562
460760.54,5262521.67,0.99,31394,1,1,0,11308,12593,18247,12968
460760.64,5262521.97,0,31699,1,1,2,17476,17219,20817,11623
460760.85,5262522.6,0,31597,1,1,2,20560,18247,18761,16250
460761.28,5262523.9,0.78,31237,1,1,0,14135,14392,20046,11543
460761.32,5262524.03,0.36,30408,2,2,0,14649,14649,19532,10772
460753.86,5262500.66,25.76,28740,2,3,0,34438,33924,34181,0
460750.47,5262490.25,0,29287,3,3,2,17990,17476,21588,0
460750.59,5262490.59,0,28553,2,2,2,15677,14649,17990,0
460756.01,5262507.25,41.69,31296,1,2,0,30069,28527,28270,0
460750.85,5262491.39,0.32,31197,2,2,0,20046,19018,19018,0
460754.76,5262503.4,28.19,29949,1,3,0,17733,17476,21074,10810
460754.41,5262502.32,25.63,28796,2,3,0,18247,17990,21588,10116
460751.07,5262492.05,0,30352,3,3,2,16705,16705,19789,12274
460754.83,5262503.61,27.83,28701,1,3,0,27756,27756,29812,18246
460754.53,5262502.67,25.42,29421,2,3,0,27499,27242,29555,17121
460754.59,5262502.87,24.94,29910,1,2,0,13364,13878,18247,10952
460751.3,5262492.76,0,30883,2,2,2,16705,16962,20817,16060
460751.57,5262493.57,0,31266,2,2,2,10280,11822,18247,9077
460755.51,5262505.67,30,29723,1,2,0,11051,12593,17733,8586
460755.61,5262505.99,29.88,30614,1,2,0,14906,15677,20560,11753
460751.8,5262494.27,0,29264,2,2,2,12336,13107,17990,12331
460751.91,5262494.6,0,29857,2,2,2,14649,16191,19275,15109
460755.84,5262506.69,30.46,30470,1,2,0,19532,20817,23901,20038
460755.5,5262505.64,26.63,27934,2,3,0,13107,14392,18504,16549
460752.03,5262494.96,0,30450,3,3,2,17476,17990,22102,18538
460756.02,5262507.21,30.83,29395,1,3,0,12850,14392,18504,15804
460752.15,5262495.32,0,31037,2,2,2,14906,15163,18247,15645
460756.35,5262508.23,31.06,28930,1,3,0,16962,16962,21074,17220
460755.7,5262506.22,25.96,30047,2,3,0,19789,19532,23387,15826
460755.74,5262506.34,25.3,28822,2,3,0,20560,20560,23644,23686
460755.95,5262506.98,26.98,27731,1,3,0,18504,18761,22102,22794
460752.5,5262496.41,0,31401,3,3,2,15420,15420,18761,15698
460755.89,5262506.81,25.66,27973,1,2,0,22616,21845,23387,25318
460752.73,5262497.1,0.11,30339,2,2,0,37008,34438,34695,24436
460752.85,5262497.46,0.09,31207,2,2,0,26214,23387,22873,21722
460752.97,5262497.84,0.04,31669,2,2,0,47031,43176,41634,23900
460753.09,5262498.18,0.13,31659,2,2,0,51143,46774,42148,26944
460756.69,5262509.25,28.46,30028,1,2,0,36237,32639,33410,25657
460753.33,5262498.92,0.24,31784,1,1,0,34438,31868,31611,24426
460753.45,5262499.27,0.39,31666,1,1,0,28270,26728,26985,20461
460753.6,5262499.72,0.98,31417,1,1,0,21588,20560,22359,17819
460753.76,5262500.21,0.53,31161,1,1,0,28270,26728,26471,19085
460753.81,5262500.38,0,31338,1,1,2,15163,15163,17733,14743
460757.27,5262510.99,25.76,29146,1,2,0,17733,17476,20817,22169
460757.48,5262511.62,26.23,30522,1,2,0,21845,21845,22102,24808
460757.76,5262512.47,26.76,30572,1,3,0,27242,26985,27756,26981
460754.45,5262502.32,1.08,28363,2,3,0,27756,27756,27242,24595
460754.41,5262502.18,0,28438,3,3,2,29555,28527,27499,24748
460754.58,5262502.72,1.1,28792,2,3,0,29298,28270,27499,24379
460757.85,5262512.76,26.96,30726,1,3,0,23901,23387,24672,24558
460757.99,5262513.18,27.16,29022,1,2,0,24929,24672,26985,12943
460754.56,5262502.65,0,30883,2,2,2,28270,28270,28270,22864
460754.69,5262503.05,0.35,31430,1,1,0,25443,24929,27756,21943
460754.78,5262503.3,0,31568,1,1,2,28527,28013,28527,20002
460755.03,5262504.07,0,31843,1,1,2,25700,22359,25700,13517
460755.5,5262505.48,0,31964,1,1,2,26728,25186,26728,10254
460755.73,5262506.18,0.33,31597,1,1,0,23644,21845,24672,22205
460755.94,5262506.83,0.02,31345,1,1,0,40092,34438,32125,20565
460759.93,5262519.09,31.29,28448,1,2,0,44204,40092,36751,27390
460756.14,5262507.44,0,31299,2,2,2,26471,23644,25443,19199
460760.53,5262520.92,33.14,28707,1,2,0,29041,26985,26985,25602
460759.43,5262517.52,21.66,28674,2,3,0,27499,25186,25957,30618
460760.97,5262522.25,34.19,30441,1,3,0,26985,25186,24929,28712
460759.25,5262516.96,19.17,29307,3,4,0,31097,29555,28527,28983
460760.84,5262521.83,30.44,28379,1,2,0,26214,25186,28013,19790
460760.94,5262522.13,30.24,28874,2,4,0,21331,19532,21331,20821
460761.22,5262522.98,32.61,29818,1,4,0,21074,19275,21074,20769
460761.06,5262522.49,30.52,28347,2,2,0,31868,29812,29041,31652
460761.5,5262523.85,34.34,30336,1,2,0,32896,30840,30069,30327
460761.36,5262523.41,31.12,28612,2,2,0,33410,31611,29041,32222
460761.66,5262524.34,33.64,30096,1,2,0,32639,30840,28270,32160
460757.82,5262512.52,0,28638,3,3,2,17990,17219,20303,14673
460759.17,5262516.67,11.07,29510,2,3,0,26728,25700,26728,14711
460759.08,5262516.38,7.8,28189,2,3,0,39064,35466,32382,28828
460759.07,5262516.36,6.85,27777,2,3,0,32639,30326,29298,26656
460758.38,5262514.22,0,31620,1,1,2,23901,22359,22616,10512
460758.75,5262515.36,0.25,31286,2,2,0,12850,13107,17476,15978
460759,5262516.12,2.51,28871,1,2,0,13107,13107,18761,14024
460758.89,5262515.79,0.38,31273,1,1,0,16705,14135,20303,18181
460759.03,5262516.21,0.93,31804,1,1,0,44204,39321,39064,22395
460759.09,5262516.39,0.35,31751,1,1,0,46003,43433,43690,17109
460759.18,5262516.64,0,31886,1,1,2,22102,21074,26214,10087
460759.27,5262516.93,0,32076,1,1,2,15934,15420,20817,10983
460759.85,5262518.69,0.41,31630,1,1,0,20817,20303,21074,14404
460760.23,5262519.82,0.7,31371,1,1,0,14649,15163,19532,12924
460761.11,5262522.49,0.75,31882,1,1,0,18761,17990,20046,12658
460761.26,5262522.96,0,31725,1,1,2,21588,20560,22616,18966
460761.71,5262524.32,0,30716,2,2,2,13621,14135,19789,11813
460750.87,5262490.28,0.02,28016,2,2,0,29555,29298,31354,0
460751.13,5262491.06,0.31,30191,3,3,0,31354,29812,30069,0
460756.5,5262507.58,41.51,29877,1,3,0,21331,21331,21845,0
460754.51,5262501.43,26.44,28465,2,3,0,33924,32382,29812,0
460751.81,5262493.17,4.49,29454,2,3,0,23387,22616,21074,0
460751.22,5262491.33,0,30729,3,3,2,26985,26214,24672,0
460754.67,5262501.92,25.89,28248,2,3,0,12850,14135,19275,10198
460754.85,5262502.49,26.98,28678,1,3,0,12336,13878,19275,10547
460751.32,5262491.64,0,31351,3,3,2,37265,37522,36494,24292
460755.11,5262503.29,28.03,29864,1,3,0,12336,13364,18247,19798
460754.72,5262502.08,25.36,28832,2,3,0,11051,11822,16191,20467
460754.9,5262502.64,25.6,30031,1,2,0,13878,14906,17990,20940
460751.54,5262492.32,0,30287,2,2,2,25700,25700,29041,16352
460751.66,5262492.66,0,31079,2,2,2,13878,14135,17476,11524
460755.07,5262503.15,25.22,30214,1,2,0,14906,15420,19275,9795
460751.78,5262493.04,0,30355,2,2,2,10280,11822,17733,9442
460754.94,5262502.74,23.23,29906,1,2,0,11822,13107,17476,10499
460752.11,5262494.03,0,29972,2,2,2,17219,17219,21588,12964
460756.1,5262506.28,30.69,30172,1,2,0,13878,15163,19018,17827
460752.26,5262494.49,0,31211,2,2,2,16962,18247,19789,14936
460756.01,5262506.02,29.03,29317,1,2,0,14135,15420,19018,18515
460756.34,5262507.03,30.66,30418,1,2,0,20560,21074,24158,13619
460752.5,5262495.23,0,30093,2,2,2,13364,13621,19018,15593
460752.62,5262495.58,0,30257,2,2,2,14649,15163,18504,15744
460756.72,5262508.16,31.39,28412,1,3,0,16448,16448,21074,14195
460755.91,5262505.67,24.91,28107,2,3,0,15420,15677,20560,17063
460752.84,5262496.24,0,31122,2,2,2,19532,19532,22102,23984
460756.06,5262506.13,25.03,28543,1,2,0,12593,12593,18504,15610
460752.94,5262496.56,0.08,31604,1,1,0,23387,22873,22873,26774
460756.42,5262507.23,26.44,27940,1,2,0,24158,21845,22102,19065
460756.96,5262508.89,28.81,30067,1,2,0,36751,32639,33924,22158
460753.31,5262497.67,0,31332,2,2,2,41120,36751,34952,31038
460757.09,5262509.28,28.74,27593,1,2,0,39578,34952,34438,22625
460753.41,5262497.99,0,31541,2,2,2,41634,37522,35209,28532
460753.66,5262498.75,0.9,31227,1,1,0,36237,33924,33667,20389
460753.69,5262498.83,0.16,31220,1,1,0,27242,25443,25700,19387
460753.86,5262499.34,1.1,31492,1,1,0,23130,22873,24158,18339
460754.01,5262499.81,1.11,31571,1,1,0,21331,20303,22616,15584
460754.07,5262499.99,0.57,30424,1,2,0,30326,29041,28270,16248
460753.98,5262499.7,0,30948,2,2,2,30069,28527,27756,16408
460754.14,5262500.18,0.31,31211,1,1,0,21074,20560,22359,13595
460754.3,5262500.69,0.96,31266,1,1,0,13621,13364,17990,14428
460754.33,5262500.77,0.37,30886,2,2,0,18761,18504,21331,22612
460757.83,5262511.52,26.12,30136,1,2,0,24929,24415,25186,24922
460754.51,5262501.33,0.09,30709,2,2,0,26471,25186,25700,25705
