"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460723.7,5262524.99,37.71,30257,1,3,0,20303,20817,23130,21218
460718.84,5262509.84,2.39,30224,2,3,0,15934,15677,20303,14780
460718.54,5262508.9,0,28517,3,3,2,15934,15677,20046,15102
460723.84,5262525.42,37.87,29713,1,3,0,16191,15934,20560,16446
460723.99,5262525.87,38.22,30460,1,2,0,12336,12593,16448,20586
460718.85,5262509.85,1.44,29798,2,2,0,11822,12336,16705,15030
460718.82,5262509.77,0.15,31125,2,2,0,15163,15420,18761,15063
460724.43,5262527.25,39.72,29461,1,2,0,16191,16448,20303,19428
460718.9,5262510.02,0,31312,2,2,2,16448,16448,20046,16259
460725.17,5262529.55,44.8,28904,1,3,0,17476,17219,18504,22395
460719.06,5262510.51,0,30362,3,3,2,17476,16962,17990,30606
460725.42,5262530.3,44.9,30558,1,1,0,31611,30840,28527,26537
460719.61,5262512.19,0.02,31361,2,2,0,17990,18247,19275,17562
460724.12,5262526.25,33.57,28422,1,2,0,16191,16448,17733,15493
460719.76,5262512.65,0.04,31148,2,2,0,16962,17733,20817,16250
460724.08,5262526.12,32.44,28334,1,2,0,15677,16448,19789,14452
460724.01,5262525.91,31.18,27672,2,4,0,14906,15677,19789,16098
460723.49,5262524.29,27.29,28750,4,4,0,14906,15677,19789,16532
460723.65,5262524.77,28.34,29362,3,4,0,14906,15677,19789,16394
460724.51,5262527.46,35,28314,1,4,0,14906,15677,19789,15709
460724.62,5262527.8,35.01,29097,1,3,0,13107,13878,18761,16552
460720.07,5262513.62,0.13,28681,3,3,0,13364,14135,19018,16598
460723.72,5262524.98,27.89,28406,2,3,0,13107,13878,18761,16801
460724.5,5262527.41,33.2,28556,1,3,0,15420,15163,19532,19490
460724,5262525.86,29.37,29372,2,3,0,15420,15163,19532,19360
460720.17,5262513.92,0.83,28592,3,3,0,15163,14906,19275,20469
460723.79,5262525.19,26.78,28393,2,3,0,17733,18504,22359,17926
460720.29,5262514.28,0.84,30332,3,3,0,17476,18247,22102,17216
460724.13,5262526.25,29.15,29421,1,3,0,17733,18504,22359,18005
460720.38,5262514.57,0.58,30608,3,3,0,13364,13621,18247,14728
460723.65,5262524.76,24.77,29405,2,3,0,13364,13621,18247,15446
460724.36,5262526.96,29.37,28029,1,4,0,18504,17990,21588,16131
460720.49,5262514.9,0.38,30696,4,4,0,19275,18504,21845,15313
460724.18,5262526.39,27.67,29182,2,4,0,18504,17990,21588,16023
460723.72,5262524.98,24.36,28202,3,4,0,18761,17990,21588,15767
460724.3,5262526.77,27.87,29821,1,2,0,25186,24158,26214,18014
460723.77,5262525.12,23.08,28055,2,3,0,21074,20303,22102,20863
460724.41,5262527.1,27.88,29628,1,3,0,20817,20046,21845,20329
460726.68,5262534.17,44.54,30477,1,2,0,27756,26728,26985,21002
460726.81,5262534.57,44.69,30480,1,1,0,32382,31868,28013,28169
460727.16,5262535.66,45.76,30870,1,1,0,31868,30069,27499,29816
460724.89,5262528.59,27.33,27740,2,3,0,30840,29041,26471,28310
460727.39,5262536.35,45.31,30880,1,1,0,31868,29555,27242,26564
460727.46,5262536.57,44.87,29857,1,3,0,32382,31097,29555,27028
460721.54,5262518.14,0.31,28330,3,3,0,31354,30326,28527,26403
460725.14,5262529.34,27.11,29779,2,3,0,31868,30840,29298,25020
460723.45,5262524.09,12.97,29710,2,3,0,21588,21331,22873,19539
460723.81,5262525.2,15,28261,1,3,0,15677,15934,19275,24684
460726.89,5262534.77,37.95,29923,1,2,0,23901,23387,23901,28798
460722.03,5262519.64,0,29808,3,3,2,25443,23387,23644,24951
460727.25,5262535.91,40.05,29205,1,3,0,26471,24158,24415,29467
460726.83,5262534.59,36.69,28029,2,3,0,26728,24415,24415,27628
460727.35,5262536.2,39.81,30224,1,2,0,32639,30069,27756,30406
460727.37,5262536.28,39.13,29444,1,3,0,28527,26728,25186,18552
460727,5262535.12,36.16,28317,2,3,0,28527,26728,25443,18658
460727.51,5262536.69,39.04,29415,1,2,0,25700,24158,24929,17568
460722.48,5262521.02,0.8,30303,2,2,0,25186,23644,24415,20684
460727.77,5262537.49,40.29,28691,1,2,0,26985,25443,25957,22380
460722.66,5262521.58,0,29693,2,2,2,29812,28527,28013,24606
460727.85,5262537.76,40,29844,1,2,0,30583,29298,28784,20069
460722.79,5262521.97,0.25,31335,2,2,0,23387,22102,23644,23287
460727.98,5262538.14,39.76,29710,1,2,0,23130,21845,23130,31141
460722.88,5262522.26,0,28206,2,2,2,29812,28270,25957,32996
460728.28,5262539.07,41.87,29018,1,2,0,28527,26728,24158,31481
460723.02,5262522.67,0.14,29464,2,2,0,28527,26728,24415,24849
460727.31,5262536.05,32.48,29657,2,3,0,32639,30840,31868,21943
460727.88,5262537.82,36.57,28907,1,3,0,32125,30583,31354,22088
460723.33,5262523.63,1.42,29903,3,3,0,34695,33153,34181,20915
460728.07,5262538.41,38.74,29625,1,2,0,19275,17990,19275,28391
460723.28,5262523.47,0.22,29815,2,2,0,18247,16962,18504,23790
460728.62,5262540.11,41.37,29516,1,3,0,21588,21074,21845,36014
460723.38,5262523.77,0,28819,3,3,2,21074,20817,21588,28413
460728.31,5262539.15,39.42,29438,2,3,0,21588,21074,21845,35888
460728.73,5262540.45,42.18,30673,1,1,0,26985,25700,24929,33989
460728.49,5262539.71,38.77,28206,2,4,0,26985,25700,24672,25540
460727.42,5262536.38,29.65,28848,3,4,0,26985,25700,24672,26001
460723.61,5262524.51,0,28671,4,4,2,27242,25957,24929,27614
460727.84,5262537.66,31.92,28737,2,3,0,25186,23130,21331,18268
460728.91,5262541,41.55,29618,1,3,0,24158,22102,20560,18279
460723.86,5262525.25,0,31053,3,3,2,34695,32896,30069,27193
460727.65,5262537.06,29.49,27950,2,3,0,34695,32896,29812,28819
460728.95,5262541.11,40.82,29769,1,3,0,34952,33153,30069,27271
460724.08,5262525.92,0,30382,2,2,2,29298,28013,29298,24002
460727.96,5262538.02,29.88,28927,1,2,0,28527,27242,28270,24749
460727.77,5262537.42,27.79,28940,1,2,0,24158,22359,23901,22158
460728.11,5262538.48,30.86,28373,1,2,0,25443,24158,23387,17323
460724.34,5262526.73,0,31027,2,2,2,26728,25443,24415,24393
460728.29,5262539.04,31.11,29212,1,2,0,26214,24415,24672,21168
460728.46,5262539.58,31.25,30273,1,2,0,28013,26728,24672,26053
460724.57,5262527.45,0,29123,2,2,2,28784,27499,25443,23611
460728.71,5262540.33,31.92,29431,1,3,0,24415,22873,22873,26207
460728.83,5262540.7,32.78,30595,1,2,0,26471,24415,24415,26554
460724.8,5262528.14,0,29487,2,2,2,25700,23387,23644,26547
460728.01,5262538.14,23.68,28091,2,4,0,41120,39064,38550,24040
460727,5262535.01,16.26,28163,3,4,0,41377,39321,38550,24762
460725.02,5262528.83,0,30332,3,3,2,23901,22359,24672,20826
460728.97,5262541.12,31.89,28796,1,3,0,24929,23644,25700,17700
460728.1,5262538.42,25.35,29772,2,3,0,24672,23387,25443,17899
460729.05,5262541.38,31.61,28415,1,3,0,22873,22873,24415,18558
460728.2,5262538.74,25.18,29235,2,3,0,22873,22873,24158,19043
460728.91,5262540.94,28.78,28055,1,2,0,18761,17476,21074,11623
460728.99,5262541.16,28.33,28966,1,2,0,20560,20046,22873,25377
460725.48,5262530.24,0,31227,2,2,2,20560,20046,22873,15425
460729,5262541.21,27.52,28704,1,2,0,21074,20046,21588,24514
460725.89,5262531.51,0.09,31702,1,1,0,35723,32382,32896,19964
460726.01,5262531.85,0.23,31623,1,1,0,45232,40092,38807,27988
460726.34,5262532.87,0,30794,2,2,2,35723,32125,31611,27530
460727.08,5262535.17,0,30811,3,3,2,56283,51914,48316,27139
460727.56,5262536.63,0,31555,2,2,2,41120,36494,33924,27179
460728.48,5262539.45,0.75,29120,2,2,0,44718,41891,41377,27877
460719.85,5262512.4,41.92,27993,1,2,0,12593,14649,18504,0
460719.55,5262511.47,38.96,30355,1,2,0,18247,18247,20303,0
460714.11,5262494.54,1.12,29762,2,2,0,15677,15677,17990,16692
460714.23,5262494.88,0.97,29674,1,1,0,15934,16705,19018,15877
460714.38,5262495.36,0,28969,3,3,2,19532,19275,21845,22349
460720.91,5262515.69,44.91,30345,1,3,0,19789,19532,21845,30297
460720.11,5262513.17,38.36,29022,2,3,0,19789,19532,21845,30325
460721.02,5262516.01,44.76,30277,1,2,0,22873,22873,22359,29082
460719.46,5262511.16,34.14,29743,2,2,0,22616,22616,22359,29807
460720.7,5262515.02,41.57,28940,1,3,0,14906,15677,17733,21652
460714.63,5262496.11,0,28858,3,3,2,14649,15420,17476,18109
460714.76,5262496.52,0,30382,3,3,2,14906,16448,20046,11241
460714.93,5262497.04,1.02,28940,2,3,0,14906,16448,20046,11233
460715.02,5262497.33,0.54,31630,1,1,0,11051,11051,17476,11973
460715.17,5262497.78,1,27917,2,2,0,24929,24415,25186,30807
460721.21,5262516.6,42.36,30621,1,1,0,23644,22616,21588,33092
460720.61,5262514.71,36.64,27891,2,2,0,23387,23387,24158,27153
460721.56,5262517.68,43.05,29920,1,2,0,21845,22102,22873,30512
460721.45,5262517.31,42.34,28910,2,2,0,21845,22102,23130,30569
460721.59,5262517.75,42.27,29421,1,2,0,18504,19275,21074,22694
460720.72,5262515.04,35.65,28674,2,2,0,18504,19275,20817,21568
460721.81,5262518.42,43.26,29988,2,2,0,27242,26214,26471,30448
460722.2,5262519.65,44.82,30804,1,2,0,27242,26214,25443,33291
460722.32,5262520.02,44.58,30906,1,1,0,27756,26728,25957,28749
460722.15,5262519.48,42.75,29847,2,2,0,24672,23644,22873,32297
460722.37,5262520.16,44.06,30021,1,2,0,24672,23644,22873,32353
460722.37,5262520.15,43.12,30899,1,1,0,25443,25186,24672,34636
460721.92,5262518.76,39.63,29087,3,3,0,26728,25700,24929,29535
460722.58,5262520.81,44.32,28773,1,3,0,26728,25700,24929,28394
460722.5,5262520.54,42.9,29307,2,2,0,29555,28270,27499,31470
460722.78,5262521.42,43.66,31053,1,1,0,25957,25700,23901,32042
460721.52,5262517.48,33.96,27786,3,3,0,24929,24672,24158,31053
460722.16,5262519.5,38.5,28281,2,3,0,24929,24672,24158,30947
460722.92,5262521.84,43.94,30601,1,3,0,25186,24929,24415,30924
460719.03,5262509.74,15.76,28524,4,4,0,19789,19789,20560,29398
460722.27,5262519.81,38.29,28763,2,4,0,20560,20560,21331,32226
460722.76,5262521.35,41.98,28822,1,4,0,20560,20560,21331,32019
460721.94,5262518.79,36.28,29117,3,4,0,20560,20303,21074,32301
460722.28,5262519.83,37.39,29005,2,2,0,24929,24158,24158,34542
460722.89,5262521.74,41.94,30388,1,2,0,24929,24158,24158,34593
460719.12,5262509.99,14.44,28671,4,4,0,24929,24672,24415,25690
460719.43,5262510.97,16.37,29317,3,4,0,24929,24672,24415,26027
460722.36,5262520.09,37.02,28360,2,4,0,24929,24415,23901,29840
460719.13,5262510.04,13.75,27888,3,3,0,20046,19275,21588,22315
460722.71,5262521.18,38.13,31024,1,1,0,25443,25443,22873,24363
460722.82,5262521.5,37.7,30578,1,2,0,24415,24158,22873,22781
460719.66,5262511.67,15.09,28271,2,2,0,25186,24929,23644,28155
460722.9,5262521.77,37.83,30703,1,2,0,23901,23644,22359,35618
460717.61,5262505.27,0.39,28186,2,2,0,22873,22616,21331,29652
460723.08,5262522.32,37.4,30303,1,2,0,22102,22359,21074,20192
460717.93,5262506.25,0.78,29956,2,2,0,21845,22102,20817,26940
460719.07,5262509.82,8.01,28199,2,3,0,25700,25957,24158,27657
460723.15,5262522.52,36.91,30706,1,3,0,25700,25957,24415,25021
460718.12,5262506.83,0.39,29631,3,3,0,27756,27499,26471,22693
460719.06,5262509.78,6.96,28376,2,3,0,27756,27499,26214,20239
460723.28,5262522.91,37.4,29395,1,3,0,27499,27242,26214,11728
460723.97,5262525.05,41.09,29933,1,3,0,23130,22873,22102,16613
460718.31,5262507.44,0,31158,2,2,2,19532,20303,22102,14890
460719.07,5262509.8,5.27,28504,1,2,0,19532,20303,22102,14134
460718.46,5262507.88,0,31168,1,1,2,12850,13364,17990,18396
460724.05,5262525.29,38.17,29589,1,2,0,15934,16191,19789,18586
460724.18,5262525.67,38.05,29864,1,2,0,12079,12336,17733,14806
460724.51,5262526.71,39.7,28409,1,2,0,13621,14135,17219,15356
460719.01,5262509.6,0.28,31233,2,2,0,14392,14649,17219,17251
460725.31,5262529.18,45.37,28173,1,3,0,19789,19789,20817,16657
460724.61,5262527,39.67,28393,2,3,0,19789,19789,20817,16058
460724.48,5262526.62,37.84,28822,1,2,0,13621,13621,14392,22905
460725.54,5262529.9,45.5,31050,1,1,0,31354,30583,28270,33885
460719.61,5262511.43,0.33,28979,2,2,0,29298,27756,24672,30761
460719.78,5262511.95,0.02,28992,3,3,0,27499,26728,25443,28713
460725.8,5262530.71,45.55,30323,1,3,0,26471,25700,24415,16871
460724.58,5262526.91,35.94,28461,2,3,0,26728,25957,24672,15501
460725.9,5262531.02,45.26,27767,1,3,0,23387,23387,24415,13596
460724.32,5262526.08,32.91,28330,2,3,0,23387,23130,24415,14575
460723.83,5262524.56,28.39,28576,1,3,0,14906,15163,17733,18782
460723.65,5262523.98,26.9,28271,2,3,0,14906,15163,17733,18724
460720.06,5262512.81,0,30578,3,3,2,14649,14906,17733,17278
460720.22,5262513.32,0.04,30005,3,3,0,14906,15420,19789,16954
460724.33,5262526.12,31.21,28497,1,3,0,15163,15677,20046,16751
460724.54,5262526.76,31.99,28494,1,3,0,16448,16705,21845,17609
460720.44,5262513.99,0.55,29074,2,2,0,16962,16448,20046,21059
460724.32,5262526.06,29.35,30791,1,2,0,17990,17476,21074,21016
460724.38,5262526.25,28.81,29202,1,3,0,13107,13621,18504,15483
460724.11,5262525.4,26.87,28802,2,3,0,13107,13621,18504,15271
460724.19,5262525.66,26.54,28481,1,2,0,20560,19275,22873,13653
460724.35,5262526.14,26.76,29779,1,3,0,24415,23130,24929,18156
460720.78,5262515.02,0.11,30486,3,3,0,24672,23387,25186,20058
460724.38,5262526.22,25.08,29710,2,3,0,18761,17733,20046,28355
460726.99,5262534.36,44.51,30758,1,1,0,26728,25957,24672,31426
460727.25,5262535.15,45.45,30506,1,2,0,30840,29041,24929,33227
460724.45,5262526.43,24.06,27835,2,2,0,31097,29298,25443,32240
460727.36,5262535.48,45.62,30611,1,1,0,32125,30069,26728,32940
460727.48,5262535.85,45.65,31122,1,1,0,32382,30326,28270,29903
460721.55,5262517.38,0,28419,2,2,2,32382,30583,28527,32305
460727.67,5262536.43,45.26,30165,1,3,0,29812,28527,27499,27852
460721.68,5262517.78,0.24,29399,3,3,0,29041,27756,26985,27334
460725.33,5262529.16,27.68,28245,2,3,0,29555,28270,27242,28635
460727.73,5262536.63,44.82,29451,1,3,0,25700,25443,25186,26720
460725.42,5262529.44,27.44,29923,2,3,0,25443,25186,24929,26971
460721.89,5262518.44,0,29444,3,3,2,17476,17219,20560,15436
460723.95,5262524.84,14.97,28524,1,3,0,17219,16962,20560,15420
460726.99,5262534.33,37.62,28098,1,3,0,17733,17733,20303,23690
460723.86,5262524.55,13.3,29546,2,3,0,18504,18504,20560,15043
460722.15,5262519.24,0,30172,2,2,2,17476,16962,19532,16012
460727.51,5262535.93,39.76,29235,1,2,0,24929,22616,22102,25618
460722.31,5262519.71,0,30627,2,2,2,25186,23130,22359,23389
460727.59,5262536.17,39.34,28691,1,3,0,33153,31354,28784,25672
460722.47,5262520.21,0.02,30513,3,3,0,33924,32125,29555,25234
460722.61,5262520.66,0.68,29002,3,3,0,28270,26728,25957,29452
460727.55,5262536.04,38.23,29824,2,3,0,29041,27499,26728,21904
460727.61,5262536.23,38.61,29687,1,3,0,29041,27499,26728,21762
460727.77,5262536.71,38.96,30188,1,2,0,24672,23130,23644,21013
460722.69,5262520.89,0.33,29566,2,2,0,24415,22873,23387,23375
460727.6,5262536.19,35.94,29530,2,3,0,19018,18504,19018,25291
460728.12,5262537.81,39.88,28609,1,3,0,19018,18504,19275,25901
460723.04,5262521.96,0,30617,2,2,2,20303,18761,19018,27628
460728.35,5262538.5,42.23,30080,1,2,0,19018,17476,17733,27231
460728.45,5262538.82,41.97,30526,1,2,0,27756,25957,23644,30339
460723.15,5262522.3,0,28130,2,2,2,26728,24929,22616,28770
460723.26,5262522.64,0.49,30205,3,3,0,24929,23901,23644,22371
460728.57,5262539.18,41.85,28782,1,3,0,26471,25443,24929,25558
460727.64,5262536.28,33.47,27901,2,3,0,26214,25186,24672,24906
460723.62,5262523.75,1.5,30303,2,2,0,23901,22616,23644,18392
460728.47,5262538.85,39.39,29808,2,3,0,24158,23901,25443,28397
460728.66,5262539.45,40.62,28275,1,3,0,24158,23901,25443,28769
460728.58,5262539.21,39.21,29975,2,2,0,20303,19018,20046,32125
460728.88,5262540.15,41.13,28114,1,2,0,20303,19018,20046,32732
460729.01,5262540.53,41.96,29310,1,1,0,29041,27242,25186,27500
460728.32,5262538.38,35.65,28540,2,2,0,33410,30583,28784,23814
460729.1,5262540.81,41.59,30667,1,2,0,33410,30583,28784,22690
460724.03,5262525,0,30473,2,2,2,33410,30840,28784,29223
460729.19,5262541.07,41.29,28756,1,2,0,33924,31354,29041,29746
460724.27,5262525.76,0.11,31145,2,2,0,21331,20560,22359,20934
460728.19,5262537.96,29.47,29376,1,3,0,25186,23901,25443,18818
460727.94,5262537.18,27.63,28855,2,3,0,25186,23901,25443,18842
460729.25,5262541.26,38.74,28864,2,3,0,31354,29041,27756,18017
460724.5,5262526.46,0.06,29294,3,3,0,32382,30069,28270,31848
460729.59,5262542.31,40.28,30663,1,2,0,33153,31097,28270,22880
460729.64,5262542.45,39.65,28330,1,3,0,30326,28527,27242,26731
460728.66,5262539.4,31.54,28848,2,3,0,30326,28527,27242,26639
460728.9,5262540.14,32.07,29267,1,2,0,30583,29298,28527,22963
460728.99,5262540.42,32.8,30162,1,2,0,29555,27242,27499,28157
460729.07,5262540.66,32.44,29503,1,3,0,26471,24929,25186,25140
460727.23,5262534.95,16.7,28920,2,3,0,27242,25700,25957,25006
460725.06,5262528.17,0,30467,3,3,2,28013,26471,26728,24598
460729.21,5262541.1,32.41,29697,1,2,0,25443,24158,23644,25469
460725.29,5262528.87,0,31381,1,1,2,24929,24158,26471,18481
460728.47,5262538.77,24.91,29700,1,2,0,19789,19532,23644,14833
460725.4,5262529.21,0,30958,2,2,2,20046,19789,23901,15894
460725.75,5262530.3,0,31211,1,1,2,20817,20046,21845,16417
460725.9,5262530.75,0,31089,1,1,2,27242,25443,26214,20715
460726.05,5262531.2,0.07,31378,1,1,0,28527,25443,25957,17431
460726.17,5262531.59,0.18,31502,1,1,0,29812,25186,26728,22020
460726.4,5262532.29,0,31686,1,1,2,34695,31354,31868,27438
460726.65,5262533.06,0,30224,2,2,2,32382,29041,27499,32246
460726.77,5262533.44,0.23,29412,2,2,0,33924,31097,30326,32964
460726.99,5262534.11,0,29530,2,2,2,36237,33924,30840,27830
460727.49,5262535.63,0,29526,2,2,2,29298,26985,27242,21042
460727.76,5262536.46,0.13,31712,2,2,0,52428,47545,46774,26645
460728.81,5262539.69,0.73,28343,2,2,0,36237,33667,32382,31331
460729.68,5262542.36,0,28307,4,4,2,20817,19275,22102,22205
460729.81,5262542.75,0,28812,4,4,2,36237,33410,34438,29380
460714.3,5262494.08,0.68,31260,1,1,0,11051,11565,15677,0
460720.14,5262512.28,38.86,30604,1,2,0,17476,17990,21074,17358
460714.48,5262494.66,0.95,30404,2,2,0,17733,18247,21331,19966
460714.62,5262495.09,0,30221,4,4,2,10280,11051,16705,12683
460719.54,5262510.38,33.92,27989,3,4,0,10280,10794,16705,15430
460720.14,5262512.26,37.1,29225,2,4,0,10280,10794,16705,15536
460720.37,5262512.99,38.5,29058,1,4,0,10280,10794,16448,15588
460721.24,5262515.68,44.71,28825,1,2,0,12850,13364,15934,25866
460719.67,5262510.78,33.88,30264,2,2,0,12850,13107,15677,21606
460715,5262496.26,0,29490,2,2,2,12593,14135,18504,13954
460719.92,5262511.55,33.65,30188,1,2,0,12593,13878,18247,14559
460715.32,5262497.24,1.24,31679,1,1,0,11565,12850,17990,11257
460721.39,5262516.12,42.07,29379,1,3,0,13107,12593,16191,27851
460715.45,5262497.63,1.06,29995,3,3,0,13107,12850,16448,21615
460720.99,5262514.87,39.03,28769,2,3,0,13107,12593,16191,27265
460720.69,5262513.92,35.21,28779,3,3,0,18504,18504,19018,26913
460721.58,5262516.72,42.11,29438,1,3,0,18504,18247,19018,27610
460720.92,5262514.65,36.83,28393,2,3,0,18504,18504,19018,27127
460721.74,5262517.21,42.46,30454,1,2,0,20560,20560,21845,25104
460721.85,5262517.54,42.54,29956,1,2,0,15677,16448,18247,23302
460720.93,5262514.67,35.18,28642,2,2,0,15677,16448,18247,22543
460722.07,5262518.2,43.26,30611,1,1,0,21074,20817,22102,28491
460721.18,5262515.45,35.48,28766,3,3,0,23130,22873,23644,29227
460722.55,5262519.69,44.51,29631,1,3,0,24158,23901,24929,31101
460719.59,5262510.49,23.74,28504,3,3,0,23901,23644,24672,27361
460722.66,5262520.05,44.84,29425,1,4,0,21331,20817,21588,31295
460720.46,5262513.19,27.68,27763,3,4,0,21588,21074,21845,29736
460722.36,5262519.12,42.53,30185,2,4,0,21588,21074,21588,31142
460719.65,5262510.68,23.23,28009,4,4,0,21588,21074,21845,28882
460722.73,5262520.25,44.4,30142,1,2,0,30326,29812,30069,30844
460722.63,5262519.94,42.7,30477,1,1,0,27499,26471,25957,32686
460722.31,5262518.92,39.63,29821,3,3,0,26214,24929,24158,31396
460722.75,5262520.3,42.86,28606,2,3,0,26214,24929,24158,31869
460723.03,5262521.17,44.01,30421,1,1,0,25957,25957,26471,30917
460716.95,5262502.23,0.47,28884,3,3,0,25186,25186,26214,22906
460723.14,5262521.5,43.81,28474,1,3,0,26985,26728,27499,30762
460719.91,5262511.46,19.6,29222,2,2,0,16448,16962,20303,19898
460719.9,5262511.4,18.58,29100,3,4,0,14392,14392,16962,20465
460717.28,5262503.25,0.72,28422,4,4,0,14392,14392,16962,17172
460722.29,5262518.85,36.04,27999,1,4,0,14392,14392,17219,26431
460719.98,5262511.65,19.08,28779,2,4,0,14392,14392,16962,20606
460719.99,5262511.68,18.27,28674,3,4,0,22616,22359,23387,25488
460723.24,5262521.79,42.26,29002,1,4,0,23130,22873,23901,26634
460722.65,5262519.96,37.63,29330,2,4,0,23130,22873,23644,26243
460717.32,5262503.37,0.08,29464,4,4,0,22102,21845,23130,20130
460717.51,5262503.94,0.31,28789,4,4,0,17990,17990,17733,24085
460722.88,5262520.68,38.42,28884,1,4,0,17219,17219,17219,22568
460722.46,5262519.38,35.35,28085,2,4,0,17219,16962,17219,22830
460719.77,5262511.01,16.06,29592,3,4,0,17219,17219,17219,23345
460723.13,5262521.46,38.56,30650,1,1,0,29041,29041,26728,29504
460717.87,5262505.06,0.13,29582,2,2,0,26728,26728,24672,28621
460723.19,5262521.64,37.93,30277,1,2,0,26471,26471,24415,30466
460723.24,5262521.77,37.25,29890,1,3,0,25957,25700,24415,31008
460722.14,5262518.35,29.63,29097,2,3,0,25957,25700,24415,29452
460718.07,5262505.68,1.18,28563,3,3,0,26471,26214,24929,28022
460723.38,5262522.22,38.09,30247,1,2,0,29298,29041,28013,28105
460718.2,5262506.09,1.08,29585,2,2,0,29298,29041,27756,30232
460718.24,5262506.19,0.43,29248,2,2,0,27756,27756,25700,30307
460723.44,5262522.4,37.62,30349,1,2,0,26985,26985,24929,26231
460723.57,5262522.78,37.56,31292,1,1,0,26471,26728,24672,28428
460723.62,5262522.95,36.95,28746,1,3,0,22616,23387,23901,22391
460718.5,5262506.99,0.22,28943,3,3,0,22873,23644,24415,23712
460723.52,5262522.62,35.5,29638,1,2,0,24672,24929,25186,20764
460718.59,5262507.29,0,30758,2,2,2,24415,24929,24929,20400
460723.6,5262522.87,35.14,28848,1,2,0,19789,20560,22873,12126
460718.71,5262507.65,0,30965,2,2,2,20046,20817,23130,14328
460724.33,5262525.13,38.27,28969,1,2,0,12079,12850,17733,17701
460719,5262508.53,0,31463,2,2,2,11565,12336,17219,14005
460724.34,5262525.18,37.51,27691,1,2,0,10794,10794,16705,14114
460719.14,5262508.97,0,31381,2,2,2,11051,11051,16962,10119
460719.28,5262509.4,0,31315,2,2,2,13878,12850,15163,25827
460725.51,5262528.81,45.78,29313,1,2,0,12850,12079,14649,15046
460725.61,5262529.1,45.72,30824,1,2,0,33153,32382,29298,19926
460719.52,5262510.13,0,30391,2,2,2,30069,29298,27756,30555
460719.66,5262510.58,0,30165,2,2,2,25957,25700,24672,25163
460725.81,5262529.73,45.57,30421,1,2,0,25186,24929,23901,31510
460725.97,5262530.2,45.8,30401,1,2,0,25186,24158,24158,28404
460719.84,5262511.13,0.18,29880,2,2,0,23901,23130,23387,29132
460726.09,5262530.59,45.71,30404,1,2,0,27242,26214,24415,27713
460720.04,5262511.73,0.48,30404,2,2,0,26471,25700,23901,24919
460726.23,5262531,45.82,30100,1,3,0,26214,25186,24672,19948
460724.62,5262525.99,33.06,28471,2,3,0,26214,25443,24672,21038
460724.12,5262524.43,28.64,28386,1,2,0,21074,20560,22102,16751
460724.23,5262524.76,28.49,29598,2,3,0,16191,16448,19275,17146
460724.59,5262525.88,30.99,28356,1,3,0,15934,16448,19275,17150
460724.39,5262525.27,28.68,30300,1,2,0,14392,15163,20303,18942
460724.49,5262525.57,28.41,29090,1,2,0,13878,13621,17733,21437
460724.64,5262526.02,28.69,28176,1,3,0,15420,15420,19018,13954
460720.83,5262514.15,0.28,30536,3,3,0,16191,16191,19532,13175
460721.02,5262514.76,0,31348,2,2,2,22102,20817,22359,18090
460724.58,5262525.82,26.63,28432,1,2,0,21845,20560,22102,19100
460721.13,5262515.09,0,30267,2,2,2,20303,19789,21331,19321
460724.69,5262526.19,26.82,30188,1,2,0,20046,19789,21331,20880
460724.16,5262524.51,21.81,28281,2,3,0,19275,18247,21845,18324
460724.64,5262526.01,25.22,29477,1,3,0,19018,17990,21845,18228
460721.25,5262515.45,0,30146,3,3,2,19532,18504,22359,18246
460727.22,5262534.04,44.4,28930,1,3,0,18761,17219,20046,31646
460724.74,5262526.31,25.86,29208,2,3,0,18761,17476,20303,27118
460721.35,5262515.77,0,27940,3,3,2,18504,17219,20046,19539
460727.63,5262535.31,45.84,31155,1,1,0,30326,28527,26728,33484
460727.73,5262535.63,45.67,29841,1,2,0,28784,27499,26214,31960
460721.67,5262516.74,0,28327,2,2,2,29041,27756,26471,26380
460721.78,5262517.08,0,28900,2,2,2,22359,21074,22102,23785
460721.89,5262517.43,0,30169,1,1,2,26985,25957,25957,21072
460725.7,5262529.28,27.87,30513,1,2,0,22102,20817,22359,23001
460722.13,5262518.16,0,30794,3,3,2,19018,19018,20560,16600
460725.76,5262529.46,27.37,29205,1,3,0,18761,18761,20303,19193
460724.33,5262525.01,15.21,28334,1,2,0,14906,15420,19532,16413
460722.25,5262518.54,0,31407,2,2,2,15163,15420,19789,14539
460727.35,5262534.4,37.49,28157,1,4,0,17733,17219,22616,17491
460723.95,5262523.83,11.59,28927,3,4,0,17476,16962,22616,17815
460724.15,5262524.45,12.94,28350,2,4,0,17476,16962,22616,17908
460722.4,5262518.99,0,30726,4,4,2,17219,16962,22616,16236
460724.07,5262524.2,11.55,28822,1,2,0,16962,16191,18761,17011
460727.49,5262534.84,36.64,29985,1,2,0,34952,33153,30069,24287
460722.72,5262519.97,0.42,30791,2,2,0,34181,32382,29555,26966
460727.83,5262535.9,38.53,29700,1,3,0,27499,26728,25700,28945
460722.89,5262520.49,0,29172,2,2,2,20303,19018,19789,22095
460728.05,5262536.56,38.5,29808,1,2,0,21845,20560,21588,22097
