"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","Classification","R","G","B","NIR"
460694,5262523.19,0.75,28658,2,2,0,28270,28013,26985,22807
460694.04,5262523.32,0.15,30758,2,2,0,28527,27756,26471,31181
460694.29,5262524.11,1.04,30745,1,2,0,28270,27499,25443,32618
460694.36,5262524.3,0.58,29942,3,3,0,22359,21845,22873,20863
460694.59,5262525.02,0.61,28838,2,2,0,22102,20817,21331,32825
460694.84,5262525.82,0,29074,2,2,2,31611,29812,26728,36733
460695.14,5262526.74,0,28760,3,3,2,19532,19532,19789,13092
460695.2,5262526.94,0.42,29765,2,3,0,19275,19275,19789,13059
460695.58,5262528.12,0.75,29038,2,2,0,27756,26728,25700,32986
460695.6,5262528.18,0,31342,2,2,2,28270,26471,24158,32329
460696.06,5262529.6,0.36,29310,4,4,0,29041,27242,25700,30200
460697.25,5262533.38,8.16,30844,2,2,0,34181,32125,31611,18504
460697.34,5262533.63,6.87,30676,2,2,0,20046,20046,23644,10003
460697.35,5262533.65,5.09,30870,1,1,0,26214,24415,26471,17146
460697.35,5262533.63,4.18,28868,3,3,0,30326,28270,28013,30158
460697.57,5262534.33,1.04,30283,3,3,0,29041,28013,28270,16391
460697.56,5262534.29,0.09,30729,2,2,0,15163,15934,20046,8179
460685.34,5262495.41,0.52,29690,5,5,0,33924,31354,28013,0
460690.21,5262510.77,32.97,28029,3,5,0,37008,33667,29555,0
460689.19,5262507.57,26.12,28334,4,5,0,39578,36237,32125,0
460690.53,5262511.79,35.62,28307,2,5,0,36751,33153,29041,0
460690.65,5262512.19,36.39,28504,1,5,0,36494,33153,29041,0
460689.43,5262508.31,25.99,28366,4,4,0,35723,32382,29041,0
460689.85,5262509.65,28.7,28393,3,4,0,36237,32639,29298,0
460690.5,5262511.69,33.63,28425,2,4,0,34438,31097,27242,0
460690.82,5262512.7,34.72,30909,1,1,0,36494,32896,28784,0
460690.95,5262513.09,34.65,31050,1,1,0,35209,31611,28270,0
460689.69,5262509.1,25.18,28373,3,3,0,37779,33410,30069,30421
460691.02,5262513.33,34.33,29857,1,3,0,37779,33153,29555,32683
460690.08,5262510.33,27.84,28746,2,3,0,37522,32896,29555,31186
460686.06,5262497.65,0,28360,4,4,2,30840,28270,27499,26534
460689.61,5262508.84,23.79,28733,2,4,0,34438,30840,28527,27826
460689.21,5262507.59,20.16,30096,1,2,0,24929,23644,24415,21528
460686.2,5262498.06,0,28717,2,2,2,28784,26471,26471,18745
460686.34,5262498.5,0,28055,3,3,2,24672,23387,22873,16780
460689.28,5262507.8,19.63,29510,1,3,0,16705,16448,19532,20607
460687.96,5262503.61,10.97,29199,2,3,0,17733,16705,20303,16549
460689.28,5262507.78,18.76,29726,1,2,0,26214,23901,26985,13451
460687.97,5262503.66,10.14,30051,2,2,0,19275,17476,19789,16358
460689.54,5262508.6,19.97,29516,1,3,0,41120,36751,36237,17049
460687.97,5262503.66,9.35,30781,2,3,0,24672,21845,23644,27056
460687.98,5262503.67,8.44,30680,1,2,0,25443,21845,22359,27223
460686.72,5262499.69,0.13,28606,2,2,0,44204,41377,41634,17665
460690.3,5262510.99,23.06,29464,1,2,0,48316,44461,42148,26112
460687.99,5262503.71,7.59,30378,2,2,0,28013,26214,24672,33639
460687.99,5262503.67,5.72,29343,2,2,0,35723,33410,30069,28186
460690.7,5262512.25,23.59,29733,1,2,0,46517,41891,38807,29150
460687.99,5262503.68,4.89,30670,2,2,0,25957,23644,22359,31693
460687.99,5262503.68,3.98,30572,1,1,0,37779,35980,33410,32052
460691.14,5262513.62,24.52,28327,1,2,0,40606,38036,35723,13004
460688,5262503.71,3.18,30716,2,2,0,32125,31354,29555,35923
460687.99,5262503.67,2.28,30408,1,2,0,22102,22616,23644,20429
460688,5262503.69,1.48,30883,1,1,0,12079,12593,19275,8440
460688.32,5262504.66,0,31751,1,1,2,11051,12079,18504,9076
460691.76,5262515.55,22.26,29326,1,3,0,14906,14649,18247,27717
460688.65,5262505.7,1.53,28583,2,3,0,11565,12593,17219,12712
460688.45,5262505.08,0,30581,3,3,2,12593,13621,18247,11958
460688.59,5262505.5,0.07,30670,2,2,0,15934,17476,21074,14073
460692.02,5262516.35,21.98,30198,1,2,0,15677,16191,20046,18118
460688.69,5262505.83,0,30608,2,2,2,13107,14135,17219,12951
460692.1,5262516.58,21.63,29516,1,3,0,14649,15163,21074,15735
460691.88,5262515.88,19.54,29720,2,3,0,16448,16962,19789,12908
460691.97,5262516.17,20.1,29831,1,3,0,15677,16191,19275,12747
460692.07,5262516.5,19.72,30431,1,2,0,21588,21074,22616,15358
460692.17,5262516.79,19.37,30457,1,2,0,21074,21074,21331,17863
460689.42,5262508.11,0.11,28917,2,2,0,28270,28013,26985,26442
460692.19,5262516.86,18.62,30562,1,2,0,21331,21074,21074,21116
460692.34,5262517.32,18.8,28602,1,3,0,21331,21331,21845,19654
460692.22,5262516.94,17.91,30119,2,3,0,21588,21588,22102,20391
460689.67,5262508.88,0.24,28907,2,2,0,12336,13878,17733,15809
460692.44,5262517.64,18.44,30323,1,2,0,18504,18504,21074,17608
460692.48,5262517.76,17.77,30218,1,2,0,15677,15677,17990,19887
460692.42,5262517.55,16.51,30355,1,1,0,12079,12850,16962,16335
460692.38,5262517.42,15.43,27963,2,2,0,12850,14392,18247,16173
460692.42,5262517.53,14.75,29782,1,2,0,13878,14392,17990,16206
460690.28,5262510.77,0.65,29664,2,2,0,14649,15163,19532,13122
460692.71,5262518.44,15.54,29084,2,4,0,21331,21331,24158,18722
460693.17,5262519.89,18.49,28520,1,4,0,19275,19275,21845,21533
460690.45,5262511.3,1.43,29012,4,4,0,15420,16191,20046,14877
460692.44,5262517.6,13.93,29684,3,4,0,21588,21588,24672,17738
460692.49,5262517.73,13.27,28717,3,4,0,19532,19275,21331,19084
460690.57,5262511.69,1.34,28029,4,4,0,14649,15163,18504,16047
460693.14,5262519.79,17.45,29343,2,4,0,18504,18247,19789,21102
460693.28,5262520.24,18.44,29628,1,4,0,18247,17990,19532,22337
460692.47,5262517.67,12.32,29313,2,2,0,20046,19789,21845,18755
460693.33,5262520.38,17.9,29769,1,2,0,21588,21331,22616,23585
460692.5,5262517.75,11.57,30653,1,2,0,25443,25700,26985,17548
460692.51,5262517.8,10.76,30558,1,2,0,36494,36751,40863,12742
460690.79,5262512.36,0,30247,2,2,2,14906,15163,20303,13675
460690.94,5262512.83,0,29893,2,2,2,13364,13878,16962,12735
460692.54,5262517.89,10.08,30808,1,2,0,20303,20560,24929,12089
460691.15,5262513.47,0.42,30359,2,2,0,16448,15934,19532,17545
460692.56,5262517.95,9.29,30516,1,2,0,44975,44204,45746,15012
460692.57,5262517.97,8.53,30260,1,2,0,37779,36494,38807,15432
460691.43,5262514.34,0.34,30005,2,2,0,11565,12079,16962,10960
460692.62,5262518.12,7.02,30047,1,2,0,13878,14649,19532,10124
460692.63,5262518.13,6.13,29975,1,2,0,13107,13364,18504,9951
460691.94,5262515.95,0,30739,2,2,2,11308,11308,16191,11414
460692.65,5262518.19,3.47,28576,1,2,0,16448,16191,20560,9513
460692.67,5262518.24,2.59,28884,1,2,0,25443,25443,28784,11750
460692.7,5262518.34,1.84,28461,2,3,0,18247,17733,20560,9938
460693.01,5262519.31,3.85,29251,1,3,0,15163,14649,17476,9938
460692.41,5262517.39,0,31066,3,3,2,20817,20303,23130,9578
460692.56,5262517.88,0.09,30765,2,2,0,15163,14906,20046,10770
460692.68,5262518.25,0,31515,1,1,2,10537,10794,17219,8960
460692.96,5262519.12,0.11,31663,1,1,0,12850,10537,14906,10194
460695.68,5262527.71,17.68,29330,1,2,0,14392,13878,16705,10615
460693.09,5262519.53,0.04,31371,2,2,0,24929,21845,22616,18500
460693.24,5262519.99,0.02,31820,1,1,0,31611,30583,29298,32380
460693.36,5262520.36,0.06,31378,1,1,0,28013,25957,25443,31435
460695.54,5262527.23,13.22,29844,1,2,0,32896,31868,29298,20078
460693.75,5262521.57,0,31768,1,1,2,31354,30583,25957,34693
460693.88,5262521.98,0,31528,1,1,2,26728,25186,23130,26020
460694.25,5262523.15,0.73,29438,2,2,0,33153,31611,28784,32368
460694.27,5262523.21,0,30028,3,3,2,27499,26471,26985,32846
460694.54,5262524.03,0.97,30129,2,2,0,29812,29041,27756,24769
460694.64,5262524.35,0.94,31446,3,3,0,21845,21074,22616,20224
460694.74,5262524.68,0.73,29494,2,2,0,24672,23901,25957,18441
460694.87,5262525.08,0.71,30264,2,2,0,26728,24672,23644,32334
460694.9,5262525.15,0,28832,2,2,2,30069,28013,25186,36678
460695.13,5262525.86,0,28166,2,2,2,31611,29812,26728,33901
460695.45,5262526.86,0.87,28963,2,2,0,29298,28270,25443,29493
460695.58,5262527.28,0.75,31047,1,1,0,22873,22359,22359,20946
460695.74,5262527.77,0,29847,2,2,2,23901,22616,21588,25694
460696.37,5262529.75,3.22,28406,2,3,0,29812,27756,25957,33320
460696.13,5262528.99,0.81,28887,2,2,0,28784,26728,24929,27231
460696.35,5262529.67,0.48,28953,2,2,0,28270,26471,24929,32052
460696.42,5262529.9,0,30667,3,3,2,30326,28527,26728,28293
460697.45,5262533.14,7.66,28887,2,3,0,30583,28784,26985,23118
460697.52,5262533.35,7.15,31116,2,2,0,26728,25957,27756,13372
460697.58,5262533.55,6.58,31440,1,1,0,32125,31868,33667,12337
460697.62,5262533.68,6,31686,1,1,0,11822,12079,17476,12107
460697.64,5262533.72,5.22,31263,1,1,0,21588,19789,21588,25012
460697.62,5262533.65,4.1,28832,2,2,0,26728,25443,24672,27048
460697.63,5262533.67,2.45,29199,2,2,0,26728,25443,24672,30892
460697.65,5262533.75,1.6,28147,2,2,0,28270,27242,26471,28748
460697.83,5262534.28,0.9,30496,3,3,0,21331,21074,22616,15257
460690.74,5262511.71,35.33,29349,1,3,0,38293,34952,30840,0
460690.1,5262509.67,28.71,29362,3,3,0,30069,26985,23901,0
460690.96,5262512.37,34.92,28507,1,3,0,35209,31611,28270,0
460690.71,5262511.58,33.33,29782,2,3,0,33153,29812,26728,0
460691.16,5262512.99,34.42,29824,1,2,0,33667,30069,26728,0
460690.29,5262510.26,28.52,29179,2,2,0,34952,31354,28527,0
460689.38,5262507.35,20.44,29818,3,4,0,32896,29812,28270,26147
460689.97,5262509.24,24.49,28366,2,4,0,33667,30583,29041,25171
460691.39,5262513.7,33.99,28586,1,4,0,34695,31354,29298,28193
460689.43,5262507.52,19.84,28340,1,2,0,21331,19532,20046,20310
460689.57,5262507.93,19.71,29421,1,3,0,18247,17219,20046,15662
460689.36,5262507.27,18.43,28386,2,3,0,18504,17733,20303,15646
460689.65,5262508.21,19.43,30696,1,2,0,19532,17476,19532,17472
460686.86,5262499.38,0,30172,2,2,2,38036,35209,32639,24391
460689.74,5262508.47,18.6,29428,1,2,0,26985,23901,23901,31439
460690.66,5262511.36,24.35,31001,1,2,0,38293,36494,34952,28169
460690.74,5262511.62,24.02,30627,1,2,0,32382,30583,28527,27158
460687.25,5262500.6,0.34,29765,2,2,0,38293,37265,33924,34686
460690.85,5262511.96,23.8,29471,1,2,0,35466,31868,31354,24368
460687.49,5262501.35,0,30690,2,2,2,31097,30069,27242,29459
460690.94,5262512.24,23.46,29615,1,2,0,43947,40349,38550,24289
460688.19,5262503.55,3.56,28511,2,3,0,27756,26728,25700,28578
460687.91,5262502.65,0,28979,3,3,2,14906,15420,19275,10687
460688.19,5262503.54,0.92,30211,1,1,0,10023,11308,17219,8190
460688.21,5262503.58,0.15,31548,1,1,0,9509,10537,17733,7905
460688.31,5262503.89,0,31882,1,1,2,10794,11822,18247,8078
460692.02,5262515.58,22.34,29756,1,3,0,12593,13107,17733,14289
460688.85,5262505.58,1.04,29503,2,3,0,16191,16962,20817,12146
460688.71,5262505.13,0,29929,3,3,2,16191,16962,20817,12537
460692.16,5262516.02,22.21,29726,1,2,0,15934,16705,20560,16907
460688.95,5262505.87,0,30778,2,2,2,17476,18504,21588,13120
460689.08,5262506.27,0,31528,1,1,2,15677,16705,21074,10647
460689.24,5262506.8,0,30903,2,2,2,13107,13364,18247,13323
460692.24,5262516.28,19.9,29834,1,2,0,21331,21074,22873,17240
460689.4,5262507.28,0,30247,2,2,2,13107,13364,16962,15186
460692.34,5262516.57,19.58,30503,1,2,0,25957,25443,25700,18877
460689.57,5262507.82,0.24,29998,2,2,0,21331,21331,24158,28613
460692.43,5262516.86,19.36,30558,1,2,0,25186,25700,25443,19583
460692.53,5262517.17,19.05,30414,1,2,0,26214,25957,24672,22697
460689.72,5262508.29,0.64,29212,2,2,0,23901,24158,24672,27975
460689.86,5262508.73,0.58,29484,2,2,0,12593,13621,16448,16300
460692.67,5262517.6,18.21,30178,1,3,0,12850,14135,19018,19391
460692.2,5262516.1,15.22,28553,2,3,0,12593,13878,18761,18138
460690.08,5262509.41,0.2,29267,3,3,0,11565,13107,16705,14051
460692.31,5262516.44,14.99,28261,2,3,0,13621,14649,18247,16215
460692.74,5262517.82,17.78,29818,1,3,0,13364,14392,17476,16476
460690.24,5262509.9,0.55,29772,1,1,0,13878,14649,19532,13057
460692.81,5262518.02,16.38,29543,1,2,0,15677,16448,20303,13548
460690.56,5262510.9,0.76,31020,2,2,0,13364,14649,19532,14255
460692.62,5262517.41,14.32,28622,1,2,0,13878,14392,18504,13229
460692.97,5262518.49,15.47,29222,1,2,0,15677,16191,19532,16839
460690.73,5262511.42,1.49,31283,2,2,0,13364,14392,18761,13653
460692.5,5262517.01,11.71,27868,3,4,0,15934,16191,19532,17797
460693.4,5262519.86,17.47,29654,1,4,0,17990,17990,20560,18484
460692.71,5262517.68,13.1,29353,2,4,0,16191,16448,19532,18039
460692.7,5262517.65,11.26,30001,1,2,0,14135,14649,17990,13199
460691.05,5262512.41,0,30103,2,2,2,11565,11051,14906,11279
460692.77,5262517.85,10.79,30224,1,2,0,16191,16448,21074,13964
460692.78,5262517.89,9.87,30155,1,2,0,15934,16191,19532,12486
460692.82,5262517.99,9.12,28396,1,2,0,15163,14906,18761,17506
460691.36,5262513.38,0,31017,2,2,2,17219,16705,20303,12657
460692.8,5262517.94,8.15,29045,1,2,0,15677,16448,20560,16349
460691.59,5262514.12,0.52,31715,2,2,0,14906,15677,20046,11416
460692.89,5262518.2,6.77,29261,1,2,0,13621,14392,19532,9897
460691.83,5262514.85,0.24,31233,2,2,0,14906,15420,20817,9590
460691.95,5262515.21,0.09,31578,1,1,0,13107,13878,18761,9696
460692.84,5262518.01,4.67,28897,1,2,0,12850,13621,18504,10782
460692.24,5262516.14,0.12,31407,1,1,0,17990,18247,23644,9758
460693.13,5262518.94,4.94,29376,1,2,0,23901,23901,28527,10817
460693.18,5262519.09,4.4,29474,1,2,0,15420,15163,18761,12685
460692.82,5262517.93,0.2,31286,1,1,0,12593,12079,17733,9019
460693.25,5262519.27,1.27,29058,1,2,0,13621,13878,20817,8776
460693.2,5262519.12,0.12,31614,1,1,0,23901,22873,26471,12282
460693.88,5262521.24,0.86,31001,2,2,0,27242,25186,22616,27814
460695.78,5262527.25,13.19,28258,2,3,0,33667,32125,29041,35240
460694.14,5262522.06,0,31522,1,1,2,29555,28013,24929,32089
460694.29,5262522.51,0,31024,2,2,2,33410,31354,28013,31142
460694.43,5262522.96,0.31,30565,2,2,0,27242,25700,24672,23203
460695.05,5262524.89,0,30624,2,2,2,26985,25443,24158,31987
460695.72,5262526.95,0,28802,2,2,2,19789,19018,19018,20699
460695.95,5262527.68,0.6,30552,3,3,0,32639,31868,29555,36263
460696.59,5262529.7,4.86,28773,2,3,0,35980,35209,33667,28653
460696.57,5262529.63,3.83,28271,3,4,0,24929,23644,22873,25901
460696.27,5262528.67,0.68,28556,2,2,0,29812,27242,26728,33027
460696.68,5262529.95,0,31283,2,2,2,34181,32896,31354,28155
460697.69,5262533.15,6.62,30290,2,3,0,32896,31611,31354,17913
460697.77,5262533.37,6.08,30952,2,2,0,19018,19275,23901,15100
460697.82,5262533.53,5.54,31676,1,1,0,12850,12850,17733,11978
460697.85,5262533.63,4.83,30408,2,2,0,19275,18247,18761,24918
460697.86,5262533.65,2.11,29608,2,2,0,23387,22873,23130,24867
460697.99,5262534.02,0.94,30653,2,2,0,27756,28013,26728,29434
460698,5262534.06,0.18,31227,2,2,0,14649,15420,19275,10269
460690.17,5262509.1,29.87,29543,2,4,0,34695,31611,28013,0
460690.26,5262509.4,29.64,30391,3,4,0,28784,25700,22102,0
460689.78,5262507.87,26.31,27488,4,4,0,30840,27756,24415,0
460690.8,5262511.09,33.62,27681,2,4,0,29041,25957,22359,0
460691.01,5262511.74,35.11,28209,1,4,0,30326,26985,23387,0
460690.32,5262509.56,29.02,29890,2,2,0,31097,28527,25957,0
460690.89,5262511.38,33.47,29854,1,2,0,30326,27756,24929,0
460691.35,5262512.8,34.62,30450,1,2,0,32896,29812,26985,0
460690.47,5262510.02,28.6,29281,2,2,0,33410,30069,27756,0
460686.33,5262496.96,0,28478,2,2,2,33153,30583,27756,31576
460691.56,5262513.46,34.1,30345,1,1,0,35466,31868,29041,29410
460689.57,5262507.15,18.78,30126,1,2,0,27756,25957,24929,15639
460686.89,5262498.69,0,29205,2,2,2,35723,31354,28784,30997
460689.98,5262508.44,20.09,30631,1,2,0,23387,21074,22102,22265
460690.09,5262508.8,19.86,29533,1,2,0,31611,29041,29298,22169
460690.81,5262511.07,24.16,28330,1,3,0,27242,24672,24415,33183
460690.03,5262508.58,18.62,30090,2,3,0,31611,28784,28013,27504
460687.38,5262500.23,0,28406,2,2,2,30583,30326,26985,35645
460690.93,5262511.42,24.26,30896,1,2,0,32382,30840,28013,31487
460691.3,5262512.58,25.58,28127,1,3,0,37008,34952,31354,24567
460691,5262511.64,23.75,29959,2,3,0,35980,33924,30069,25752
460687.72,5262501.29,0.58,28691,2,3,0,33410,32382,29041,28850
460691.41,5262512.93,25.25,30034,1,3,0,33153,30840,30583,25653
460687.63,5262501.01,0,29707,3,3,2,33667,32639,29298,28879
460691.23,5262512.37,23.54,29330,2,3,0,32639,30583,28270,32441
460691.48,5262513.15,24.82,30080,1,3,0,31611,29298,26985,30630
460687.92,5262501.89,0,29651,2,2,2,21588,20560,21331,16439
460691.6,5262513.51,24.7,31142,1,2,0,33667,32639,30069,25101
460688.06,5262502.33,0,30169,2,2,2,15163,15420,18247,10733
460691.67,5262513.75,24.35,30745,1,2,0,27499,28270,25700,22138
460688.2,5262502.79,0,31574,1,1,2,11822,13107,18504,7863
460688.34,5262503.22,0,31699,1,1,2,9509,11565,16448,7765
460688.6,5262504.03,0,31794,1,1,2,11565,12850,18504,7878
460688.74,5262504.46,0,31833,1,1,2,10280,11822,17990,7950
460689.07,5262505.5,0.63,29985,2,3,0,12336,13107,17733,14810
460689.12,5262505.63,0,30542,2,2,2,15420,15677,20303,16999
460692.55,5262516.47,21.78,28920,1,2,0,14392,15163,18761,15238
460689.72,5262507.49,0.18,30919,2,2,0,11822,12593,16191,12601
460689.9,5262508.07,0.44,28635,3,3,0,15163,14906,16705,19485
460692.36,5262515.83,17.07,28314,2,3,0,27499,26728,25700,25425
460692.77,5262517.13,18.67,30034,1,2,0,24672,25186,25957,22394
460690.17,5262508.9,0.72,29163,2,2,0,12850,13621,17476,13473
460690.29,5262509.28,0.56,30699,2,2,0,15420,15677,18504,10921
460693.05,5262517.99,17.7,29913,1,2,0,13364,14906,19018,14128
460693,5262517.82,16.53,29107,2,3,0,12336,13107,17990,13780
460690.54,5262510.07,0.53,28917,3,3,0,13364,14135,18504,13858
460693.12,5262518.2,17.21,28973,1,3,0,12336,13107,17733,13947
460690.73,5262510.67,0.8,29169,2,2,0,11051,12336,17219,14763
460690.91,5262511.23,1.36,30840,2,2,0,11308,12593,17733,13359
460692.82,5262517.25,13.55,29674,1,2,0,13107,14135,18504,14214
460693.59,5262519.66,17.56,29933,1,3,0,13878,14392,17990,15828
460692.92,5262517.55,13.28,28245,2,3,0,13364,14135,18247,14977
460693.01,5262517.83,12.96,29186,1,3,0,15934,16448,19789,14433
460691.07,5262511.71,0.8,30463,3,3,0,12593,13364,17990,13913
460692.77,5262517.07,11.39,28465,2,3,0,15420,15934,19532,13665
460691.17,5262512.03,0.55,29959,3,3,0,15163,14906,19018,12151
460693.07,5262518.03,12.44,28782,1,3,0,15163,15420,20046,12403
460691.33,5262512.52,0.72,28294,2,3,0,16962,16705,20303,10950
460692.9,5262517.46,10.58,29739,1,3,0,13878,13621,18247,11849
460691.22,5262512.16,0,30146,3,3,2,17219,16705,20303,11165
460692.98,5262517.72,10.25,29998,1,2,0,15677,15163,18504,11470
460693.06,5262517.96,8.9,30044,1,2,0,16705,16448,20046,13385
460691.86,5262514.16,0.49,30001,2,2,0,16705,17476,21845,10537
460693.08,5262518.01,8.13,29785,1,2,0,14906,15420,20560,11262
460691.95,5262514.46,0.19,30083,2,2,0,13364,14649,20560,9575
460693.1,5262518.08,7.37,30581,1,2,0,12593,13621,20046,10182
460693.15,5262518.23,5.99,29005,1,2,0,12079,12593,17990,9984
460692.35,5262515.68,0,30486,2,2,2,11822,13107,18247,8915
460692.64,5262516.59,0,30811,2,2,2,15934,16191,21331,13165
460693.34,5262518.8,4.55,29028,1,2,0,15934,16191,21331,14834
460693.37,5262518.88,3.85,29916,1,2,0,20817,20046,24415,11072
460692.9,5262517.4,0,30473,2,2,2,13107,13621,18247,14931
460693.39,5262518.94,3.11,30558,1,2,0,14906,15420,20046,14638
460693.09,5262518.01,0.22,30306,2,2,0,15163,16448,21588,9116
460693.42,5262519.05,2.39,30975,1,2,0,15934,17219,22359,9301
460693.46,5262519.15,1.7,30739,1,2,0,12079,13364,19275,8790
460693.21,5262518.37,0.03,29756,2,2,0,12336,13621,19275,8609
460693.48,5262519.23,0.94,30971,1,1,0,13107,13364,18247,10091
460693.6,5262519.58,0,31623,2,2,2,32639,30840,27756,32928
460696.19,5262527.78,17.61,28029,1,2,0,29041,26728,26214,23666
460693.89,5262520.48,0,28655,3,3,2,35466,33924,29298,36499
460694.06,5262521.02,1.13,29202,2,3,0,35980,34438,29555,36754
460694.03,5262520.92,0,28547,2,2,2,32639,30326,28013,29417
460694.18,5262521.38,0,29687,3,3,2,29555,27756,26214,29878
460694.67,5262522.92,0.55,29313,2,2,0,28527,27242,25700,28541
460694.77,5262523.23,0.32,29749,1,1,0,32125,31611,26471,29952
460695.07,5262524.16,1.1,29667,2,2,0,28013,27499,27499,22215
460695.17,5262524.48,0.81,30706,2,2,0,17476,16705,18504,16871
460695.2,5262524.58,0.04,30778,2,2,0,24929,23644,24415,25910
460696.82,5262529.65,5.46,28969,2,3,0,24158,23130,22359,28677
460696.09,5262527.34,0.6,29936,3,3,0,24929,24158,22359,25982
460696.21,5262527.7,0.47,29887,2,2,0,26471,25443,23130,30867
460696.35,5262528.14,0.43,29117,2,2,0,24929,22616,22873,25631
460696.84,5262529.67,0,29670,2,2,2,29555,27499,26728,30870
460696.98,5262530.11,0,30863,2,2,2,39578,39321,39064,18834
460697.88,5262532.96,5.88,30031,2,3,0,15163,14906,18504,12389
460697.98,5262533.27,5.54,31315,1,1,0,14135,13621,17990,11460
460698.07,5262533.53,4.27,28697,2,2,0,27499,26214,25443,24645
460698.1,5262533.63,3.58,29815,2,2,0,29041,27756,26728,32325
460698.12,5262533.67,2.76,28969,2,2,0,29555,28270,27499,22831
460698.16,5262533.78,1.15,29303,2,2,0,22359,22102,22359,28970
460698.19,5262533.89,0.46,30847,2,2,0,24415,24672,25700,22105
460691.25,5262511.58,34.88,29461,1,3,0,32382,29298,25957,0
460691.04,5262510.92,33.61,28307,2,3,0,32639,29555,26471,0
460690.49,5262509.18,29.55,29543,3,3,0,32382,29812,26728,0
460690.56,5262509.4,29.06,29425,2,2,0,32125,29812,26985,0
460691.17,5262511.33,33.49,29985,1,2,0,32382,29812,27242,0
460690.66,5262509.71,28.81,29530,3,3,0,26214,24158,22359,0
460691.49,5262512.33,34.62,29667,1,3,0,28784,26471,24415,0
460690.26,5262508.44,25.57,28039,2,2,0,31354,28784,26214,0
460691.57,5262512.56,34.26,29166,1,2,0,30840,28270,25957,0
460691.69,5262512.95,34.15,29890,1,1,0,36237,31868,29298,30185
460691.78,5262513.23,33.82,30185,1,1,0,34952,32125,29298,29477
460686.87,5262497.71,0.15,28370,2,2,0,38550,35209,33153,33956
460687.03,5262498.2,0.17,29654,2,2,0,37008,33410,30326,34017
460689.94,5262507.38,19.65,29906,1,2,0,37008,33410,30326,19299
460690.26,5262508.39,20.32,30201,1,2,0,34952,31868,30069,19055
460687.31,5262499.08,0.4,30257,2,2,0,36751,34695,31354,35868
460691.07,5262510.93,25.06,30011,1,3,0,39321,36751,34695,16815
460687.51,5262499.72,0,30906,3,3,2,31868,30069,27756,36116
460691.38,5262511.92,26.35,29061,1,3,0,39321,36237,35209,21260
460690.28,5262508.46,18.7,28835,2,3,0,37265,34695,32125,21740
460691.49,5262512.25,25.91,29680,1,3,0,40349,38550,35466,32703
460691.17,5262511.24,23.9,29254,2,3,0,39835,38293,34952,31032
460687.95,5262501.09,1.24,28619,2,2,0,29298,27499,25443,27393
460687.91,5262500.93,0,28524,2,2,2,28270,26985,25443,26304
460691.84,5262513.35,24.48,29707,1,2,0,26985,25957,25700,34665
460691.96,5262513.71,24.29,29716,1,2,0,25957,25443,25443,27249
460688.6,5262503.08,0,31813,1,1,2,10023,11565,17219,8004
460688.73,5262503.51,0,31715,1,1,2,13107,14392,19018,9466
460689.13,5262504.73,0,31879,1,1,2,12593,13107,19018,9182
460692.58,5262515.64,22.27,29746,1,2,0,16705,17476,21331,14417
460692.7,5262516.01,22.1,29772,1,2,0,15420,16448,20046,13817
460692.79,5262516.29,21.79,29769,1,2,0,18247,19275,22359,13242
460692.78,5262516.23,19.87,28202,1,3,0,13878,14649,19275,18603
460690.23,5262508.19,3.11,29048,2,3,0,11308,12593,17733,11088
460689.79,5262506.8,0,31270,3,3,2,10794,12079,17219,9560
460689.97,5262507.36,0.16,29146,2,2,0,26214,27499,32382,9657
460690.26,5262508.26,2.35,30519,1,2,0,28270,29555,34438,9195
460692.97,5262516.81,19.26,29615,1,3,0,17990,17990,20046,29021
460690.28,5262508.33,1.55,29625,3,3,0,11822,12850,17733,14596
460692.6,5262515.65,16.9,28612,2,3,0,15934,15934,18247,29212
460690.34,5262508.51,0.98,29693,3,3,0,12593,13621,18761,17113
460690.46,5262508.9,1.75,29199,2,3,0,12850,13878,19018,17467
460690.53,5262509.1,1.22,30280,2,2,0,14649,15420,19532,15312
460693.13,5262517.3,17.53,29100,1,2,0,12593,13107,16448,14760
460690.69,5262509.61,0.52,30057,2,2,0,21074,21074,23130,16799
460693.21,5262517.56,16.48,28442,2,3,0,14392,15163,19532,13701
460690.84,5262510.08,0.9,29959,3,3,0,14906,15420,19018,11620
460691.01,5262510.6,1.06,29779,3,3,0,16191,17733,22616,13311
460693.34,5262517.95,16.22,28186,1,3,0,12850,13878,18247,15727
460693.05,5262517.03,14.46,29769,2,3,0,12850,13878,18247,15389
460691.14,5262511.02,1.49,30778,3,3,0,11051,12336,17476,12899
460693.08,5262517.15,13.86,28612,2,3,0,10537,12336,17219,13724
460693.42,5262518.22,15.92,27858,1,3,0,11051,12336,17476,13932
460691.25,5262511.34,1.16,29320,2,2,0,11565,13364,18247,13624
460693.2,5262517.51,13.63,30349,1,2,0,10794,12079,16962,14289
460693.22,5262517.57,13.04,29457,1,3,0,12593,13621,17733,15449
460692.99,5262516.84,11.52,28350,2,3,0,12593,13621,18247,14944
460693.09,5262517.14,11.21,28445,1,2,0,12593,12593,17219,13639
460691.55,5262512.28,0.52,29775,2,2,0,19532,19018,21845,15672
460691.6,5262512.44,0,29585,2,2,2,24415,23644,25186,15475
460693.22,5262517.53,10.32,29520,1,2,0,19275,18504,21588,11595
